Unit ID,Unit Visit Gkey,Actual Outbound Carrier visit ID,Current Yard Block,Current Slot Position,Move Complete Time
MAEU6015859,3134808,CMA180360,CWIT-1B,Y-CWIT-1B088C.3,05/27/2026 04:12
TRLU6015936,3134502,CMA180276,CWIT-4D,Y-CWIT-4D847J.3,05/27/2026 04:11
ONEY6008471,3134499,CMA180276,CWIT-4D,Y-CWIT-4D747H.4,05/27/2026 04:10
CMAU6015611,3134803,CMA180360,CWIT-2A,Y-CWIT-2A444L.5,05/27/2026 04:10
MSCU6015935,3134501,CMA180276,CWIT-4D,Y-CWIT-4D023K.4,05/27/2026 04:10
OOLU6008934,3134802,CMA180360,CWIT-3D,Y-CWIT-3D497B.6,05/27/2026 04:09
MSCU6014593,3134801,CMA180360,CWIT-3D,Y-CWIT-3D821J.2,05/27/2026 04:09
MSCU6015934,3134498,CMA180276,CWIT-4D,Y-CWIT-4D291K.6,05/27/2026 04:09
OOLU6015933,3134497,CMA180276,CWIT-4D,Y-CWIT-4D617E.3,05/27/2026 04:09
CMAU6015542,3134496,CMA180276,CWIT-1B,Y-CWIT-1B705E.4,05/27/2026 04:08
CMAU6008622,3134492,CMA180276,CWIT-2A,Y-CWIT-2A179C.3,05/27/2026 04:07
GCXU6015820,3134797,CMA180360,CWIT-4D,Y-CWIT-4D689G.1,05/27/2026 04:07
TRLU6010863,3134491,CMA180276,CWIT-4D,Y-CWIT-4D638L.3,05/27/2026 04:06
TRLU6011454,3134796,CMA180360,CWIT-5D,Y-CWIT-5D119K.1,05/27/2026 04:06
TRLU6008530,3134489,CMA180276,CWIT-4D,Y-CWIT-4D212B.3,05/27/2026 04:05
MSCU6008829,3134794,CMA180360,CWIT-3D,Y-CWIT-3D182C.4,05/27/2026 04:05
TRLU6009609,3134487,CMA180276,CWIT-4D,Y-CWIT-4D741C.6,05/27/2026 04:05
MAEU6008879,3134789,CMA180360,CWIT-1B,Y-CWIT-1B380G.5,05/27/2026 04:03
GCXU6010922,3134790,CMA180360,CWIT-2A,Y-CWIT-2A827D.5,05/27/2026 04:03
HLCU6013271,3134484,CMA180276,CWIT-4D,Y-CWIT-4D025D.2,05/27/2026 04:03
OOLU6014095,3134788,CMA180360,CWIT-3D,Y-CWIT-3D555C.2,05/27/2026 04:03
OOLU6008253,3134787,CMA180360,CWIT-3D,Y-CWIT-3D034M.5,05/27/2026 04:02
MSCU6010242,3134480,CMA180276,CWIT-4D,Y-CWIT-4D604K.3,05/27/2026 04:02
TRLU6015931,3134479,CMA180276,CWIT-4D,Y-CWIT-4D933M.3,05/27/2026 04:01
ONEY6010296,3134477,CMA180276,CWIT-4D,Y-CWIT-4D263C.3,05/27/2026 04:00
CMAU6013739,3134782,CMA180360,CWIT-3D,Y-CWIT-3D168B.2,05/27/2026 04:00
MSCU6015930,3134474,CMA180276,CWIT-4D,Y-CWIT-4D322K.4,05/27/2026 03:59
GCXU6008868,3134472,CMA180276,CWIT-1B,Y-CWIT-1B345A.1,05/27/2026 03:58
HLCU6008303,3134469,CMA180276,CWIT-4D,Y-CWIT-4D490D.4,05/27/2026 03:57
ONEY6010035,3134468,CMA180276,CWIT-4D,Y-CWIT-4D814A.3,05/27/2026 03:57
TRLU6011443,3134777,CMA180360,CWIT-1B,Y-CWIT-1B858N.1,05/27/2026 03:57
TRLU6008649,3134775,CMA180360,CWIT-4D,Y-CWIT-4D888N.2,05/27/2026 03:56
MSCU6011673,3134773,CMA180360,CWIT-3A,Y-CWIT-3A246H.6,05/27/2026 03:56
CMAU6015814,3134465,CMA180276,CWIT-5D,Y-CWIT-5D627M.4,05/27/2026 03:56
MAEU6015851,3134467,CMA180276,CWIT-2A,Y-CWIT-2A134F.4,05/27/2026 03:56
GCXU6015929,3134466,CMA180276,CWIT-4D,Y-CWIT-4D232B.1,05/27/2026 03:56
CMAU6008203,3134464,CMA180276,CWIT-4D,Y-CWIT-4D049D.3,05/27/2026 03:55
OOLU6010794,3134772,CMA180360,CWIT-1B,Y-CWIT-1B646C.3,05/27/2026 03:55
ONEY6015147,3134463,CMA180276,CWIT-4D,Y-CWIT-4D524A.2,05/27/2026 03:55
ONEY6008199,3134462,CMA180276,CWIT-4D,Y-CWIT-4D957C.2,05/27/2026 03:54
GCXU6015973,3134768,CMA180360,CWIT-3D,Y-CWIT-3D497F.2,05/27/2026 03:53
MSCU6015928,3134460,CMA180276,CWIT-4D,Y-CWIT-4D160M.5,05/27/2026 03:53
HLCU6015972,3134767,CMA180360,CWIT-3D,Y-CWIT-3D424F.6,05/27/2026 03:53
MAEU6009809,3134765,CMA180360,CWIT-3D,Y-CWIT-3D801A.5,05/27/2026 03:52
MAEU6011748,3134766,CMA180360,CWIT-3D,Y-CWIT-3D334F.5,05/27/2026 03:52
ONEY6013252,3134457,CMA180276,CWIT-4D,Y-CWIT-4D925H.6,05/27/2026 03:52
GCXU6008704,3134455,CMA180276,CWIT-4D,Y-CWIT-4D876J.4,05/27/2026 03:51
MAEU6011080,3134763,CMA180360,CWIT-3D,Y-CWIT-3D480B.3,05/27/2026 03:51
CMAU6015927,3134454,CMA180276,CWIT-4D,Y-CWIT-4D516E.6,05/27/2026 03:51
HLCU6013468,3134761,CMA180360,CWIT-1B,Y-CWIT-1B078C.5,05/27/2026 03:50
CMAU6015699,3134762,CMA180360,CWIT-1B,Y-CWIT-1B128D.4,05/27/2026 03:50
CMAU6015926,3134453,CMA180276,CWIT-4D,Y-CWIT-4D852N.1,05/27/2026 03:50
OOLU6011066,3134760,CMA180360,CWIT-4D,Y-CWIT-4D600F.3,05/27/2026 03:49
CMAU6012643,3134450,CMA180276,CWIT-4D,Y-CWIT-4D669C.6,05/27/2026 03:49
CMAU6014697,3134449,CMA180276,CWIT-4D,Y-CWIT-4D769A.6,05/27/2026 03:49
OOLU6013915,3134447,CMA180276,CWIT-4D,Y-CWIT-4D025H.1,05/27/2026 03:48
GCXU6012008,3134444,CMA180276,CWIT-5D,Y-CWIT-5D939G.1,05/27/2026 03:47
MSCU6015914,3134445,CMA180276,CWIT-3A,Y-CWIT-3A312K.1,05/27/2026 03:47
GCXU6012823,3134442,CMA180276,CWIT-3A,Y-CWIT-3A584J.4,05/27/2026 03:46
OOLU6015925,3134443,CMA180276,CWIT-3A,Y-CWIT-3A384A.1,05/27/2026 03:46
GCXU6012404,3134441,CMA180276,CWIT-3A,Y-CWIT-3A981H.5,05/27/2026 03:45
HLCU6012834,3134440,CMA180276,CWIT-3A,Y-CWIT-3A695N.1,05/27/2026 03:45
CMAU6015923,3134434,CMA180276,CWIT-3A,Y-CWIT-3A923H.4,05/27/2026 03:43
HLCU6009718,3134429,CMA180276,CWIT-4D,Y-CWIT-4D938H.2,05/27/2026 03:41
CMAU6012663,3134431,CMA180276,CWIT-3A,Y-CWIT-3A848J.3,05/27/2026 03:41
GCXU6013724,3134425,CMA180276,CWIT-3A,Y-CWIT-3A460D.5,05/27/2026 03:39
HLCU6011825,3134422,CMA180276,CWIT-3A,Y-CWIT-3A137F.4,05/27/2026 03:38
CMAU6012328,3134424,CMA180276,CWIT-3A,Y-CWIT-3A202A.5,05/27/2026 03:38
TRLU6009191,3135554,8YF180216,CWIT-1B,Y-CWIT-1B330J.3,05/27/2026 01:07
CMAU6014038,3135553,8YF180216,CWIT-1B,Y-CWIT-1B619K.6,05/27/2026 01:06
TRLU6015815,3135549,8YF180216,CWIT-3A,Y-CWIT-3A511L.6,05/27/2026 01:04
ONEY6015867,3135548,8YF180216,CWIT-4D,Y-CWIT-4D551H.3,05/27/2026 01:03
ONEY6014357,3135547,8YF180216,CWIT-1B,Y-CWIT-1B913C.2,05/27/2026 01:02
OOLU6011008,3135545,8YF180216,CWIT-3A,Y-CWIT-3A375N.6,05/27/2026 01:01
MAEU6011498,3135544,8YF180216,CWIT-3A,Y-CWIT-3A247A.2,05/27/2026 01:01
HLCU6014191,3135541,8YF180216,CWIT-1B,Y-CWIT-1B842F.5,05/27/2026 00:59
GCXU6012625,3135540,8YF180216,CWIT-5D,Y-CWIT-5D109G.3,05/27/2026 00:58
HLCU6015168,3135538,8YF180216,CWIT-1B,Y-CWIT-1B681J.3,05/27/2026 00:57
CMAU6013707,3135531,8YF180216,CWIT-1B,Y-CWIT-1B600D.5,05/27/2026 00:53
CMAU6015140,3135527,8YF180216,CWIT-1B,Y-CWIT-1B489N.1,05/27/2026 00:50
OOLU6015897,3135525,8YF180216,CWIT-3A,Y-CWIT-3A422A.1,05/27/2026 00:49
OOLU6016053,3135524,8YF180216,CWIT-1B,Y-CWIT-1B679G.5,05/27/2026 00:49
GCXU6016052,3135523,8YF180216,CWIT-1B,Y-CWIT-1B047F.5,05/27/2026 00:48
HLCU6016051,3135522,8YF180216,CWIT-1B,Y-CWIT-1B509E.6,05/27/2026 00:47
TRLU6011558,3135519,8YF180216,CWIT-3A,Y-CWIT-3A924M.2,05/27/2026 00:45
ONEY6016050,3135518,8YF180216,CWIT-1B,Y-CWIT-1B644H.6,05/27/2026 00:45
CMAU6015359,3135517,8YF180216,CWIT-1B,Y-CWIT-1B229H.4,05/27/2026 00:44
MAEU6009236,3135515,8YF180216,CWIT-1B,Y-CWIT-1B788H.1,05/27/2026 00:43
OOLU6013993,3135514,8YF180216,CWIT-1B,Y-CWIT-1B915M.4,05/27/2026 00:42
HLCU6008981,3135511,8YF180216,CWIT-1B,Y-CWIT-1B932K.6,05/27/2026 00:41
MSCU6008109,3135509,8YF180216,CWIT-1B,Y-CWIT-1B659D.5,05/27/2026 00:39
MSCU6012978,3135507,8YF180216,CWIT-1B,Y-CWIT-1B709D.6,05/27/2026 00:38
MSCU6010869,3135505,8YF180216,CWIT-1B,Y-CWIT-1B529K.4,05/27/2026 00:37
ONEY6014656,3135501,8YF180216,CWIT-1B,Y-CWIT-1B181N.4,05/27/2026 00:35
MAEU6014376,3135498,8YF180216,CWIT-1B,Y-CWIT-1B633B.4,05/27/2026 00:33
MSCU6008201,3135496,8YF180216,CWIT-1B,Y-CWIT-1B627E.5,05/27/2026 00:31
GCXU6015150,3135495,8YF180216,CWIT-1B,Y-CWIT-1B268E.2,05/27/2026 00:31
TRLU6008916,3135494,8YF180216,CWIT-1B,Y-CWIT-1B973D.5,05/27/2026 00:30
CMAU6008930,3135493,8YF180216,CWIT-1B,Y-CWIT-1B112J.2,05/27/2026 00:30
HLCU6008756,3135492,8YF180216,CWIT-1B,Y-CWIT-1B947L.4,05/27/2026 00:29
OOLU6010911,3135489,8YF180216,CWIT-1B,Y-CWIT-1B193A.2,05/27/2026 00:27
MSCU6012354,3135487,8YF180216,CWIT-1B,Y-CWIT-1B922H.1,05/27/2026 00:26
MSCU6016049,3135486,8YF180216,CWIT-1B,Y-CWIT-1B935A.6,05/27/2026 00:25
OOLU6016048,3135484,8YF180216,CWIT-1B,Y-CWIT-1B988G.6,05/27/2026 00:24
MSCU6011544,3135477,8YF180216,CWIT-1B,Y-CWIT-1B835L.1,05/27/2026 00:20
ONEY6014871,3135475,8YF180216,CWIT-5D,Y-CWIT-5D056E.1,05/27/2026 00:19
HLCU6011101,3135474,8YF180216,CWIT-5D,Y-CWIT-5D633L.4,05/27/2026 00:18
GCXU6012942,3135471,8YF180216,CWIT-5D,Y-CWIT-5D554H.6,05/27/2026 00:16
HLCU6012270,3134103,CQN180252,CWIT-3A,Y-CWIT-3A063L.3,05/26/2026 16:21
HLCU6008222,3134097,CQN180252,CWIT-4D,Y-CWIT-4D319A.2,05/26/2026 16:17
TRLU6012641,3134096,CQN180252,CWIT-1B,Y-CWIT-1B927J.5,05/26/2026 16:16
ONEY6008457,3134092,CQN180252,CWIT-5D,Y-CWIT-5D290D.3,05/26/2026 16:12
OOLU6014829,3134090,CQN180252,CWIT-1B,Y-CWIT-1B879M.5,05/26/2026 16:11
MAEU6010807,3134085,CQN180252,CWIT-1B,Y-CWIT-1B733E.4,05/26/2026 16:06
TRLU6015460,3134082,CQN180252,CWIT-3A,Y-CWIT-3A544A.6,05/26/2026 16:04
TRLU6009470,3134078,CQN180252,CWIT-1B,Y-CWIT-1B662C.3,05/26/2026 16:01
MSCU6014992,3134075,CQN180252,CWIT-1B,Y-CWIT-1B263F.3,05/26/2026 15:58
ONEY6009822,3134072,CQN180252,CWIT-1B,Y-CWIT-1B104H.1,05/26/2026 15:55
MAEU6012122,3134071,CQN180252,CWIT-1B,Y-CWIT-1B625N.5,05/26/2026 15:55
MSCU6015885,3134069,CQN180252,CWIT-1B,Y-CWIT-1B129E.3,05/26/2026 15:53
GCXU6014665,3134068,CQN180252,CWIT-1B,Y-CWIT-1B302D.6,05/26/2026 15:52
MSCU6013999,3134065,CQN180252,CWIT-1B,Y-CWIT-1B746B.2,05/26/2026 15:50
GCXU6015884,3134060,CQN180252,CWIT-1B,Y-CWIT-1B260G.4,05/26/2026 15:45
ONEY6016009,3135149,8YF180372,CWIT-3A,Y-CWIT-3A741K.3,05/26/2026 15:45
CMAU6009877,3134058,CQN180252,CWIT-1B,Y-CWIT-1B806A.1,05/26/2026 15:44
OOLU6015787,3135147,8YF180372,CWIT-5D,Y-CWIT-5D539G.3,05/26/2026 15:44
MAEU6008139,3135146,8YF180372,CWIT-3A,Y-CWIT-3A981A.5,05/26/2026 15:43
MAEU6010849,3135145,8YF180372,CWIT-3A,Y-CWIT-3A700K.6,05/26/2026 15:43
OOLU6013307,3134057,CQN180252,CWIT-1B,Y-CWIT-1B426L.3,05/26/2026 15:43
TRLU6009099,3135142,8YF180372,CWIT-3A,Y-CWIT-3A858F.2,05/26/2026 15:41
MSCU6016007,3135140,8YF180372,CWIT-3A,Y-CWIT-3A767H.4,05/26/2026 15:41
ONEY6016008,3135141,8YF180372,CWIT-3A,Y-CWIT-3A691M.3,05/26/2026 15:41
OOLU6012118,3135139,8YF180372,CWIT-3A,Y-CWIT-3A599C.3,05/26/2026 15:40
ONEY6014427,3135138,8YF180372,CWIT-1B,Y-CWIT-1B731C.2,05/26/2026 15:40
TRLU6011291,3135137,8YF180372,CWIT-1B,Y-CWIT-1B814L.4,05/26/2026 15:39
ONEY6011797,3134053,CQN180252,CWIT-1B,Y-CWIT-1B061J.5,05/26/2026 15:39
CMAU6011948,3134052,CQN180252,CWIT-1B,Y-CWIT-1B647B.4,05/26/2026 15:39
HLCU6016006,3135136,8YF180372,CWIT-1B,Y-CWIT-1B846F.2,05/26/2026 15:39
MAEU6011046,3134050,CQN180252,CWIT-1B,Y-CWIT-1B187E.6,05/26/2026 15:37
TRLU6009152,3135130,8YF180372,CWIT-1B,Y-CWIT-1B866L.1,05/26/2026 15:36
OOLU6015556,3135131,8YF180372,CWIT-3A,Y-CWIT-3A273F.3,05/26/2026 15:36
OOLU6013950,3135127,8YF180372,CWIT-1B,Y-CWIT-1B529B.3,05/26/2026 15:35
TRLU6015883,3134047,CQN180252,CWIT-1B,Y-CWIT-1B515G.5,05/26/2026 15:35
HLCU6016004,3135126,8YF180372,CWIT-1B,Y-CWIT-1B830F.4,05/26/2026 15:34
MSCU6010570,3135124,8YF180372,CWIT-4D,Y-CWIT-4D023F.6,05/26/2026 15:33
HLCU6012664,3135123,8YF180372,CWIT-1B,Y-CWIT-1B485K.2,05/26/2026 15:33
CMAU6016003,3135122,8YF180372,CWIT-1B,Y-CWIT-1B855J.4,05/26/2026 15:33
OOLU6014150,3135120,8YF180372,CWIT-1B,Y-CWIT-1B424L.4,05/26/2026 15:32
ONEY6015231,3134042,CQN180252,CWIT-1B,Y-CWIT-1B743N.5,05/26/2026 15:30
OOLU6016002,3135116,8YF180372,CWIT-1B,Y-CWIT-1B335K.3,05/26/2026 15:30
CMAU6010348,3134039,CQN180252,CWIT-1B,Y-CWIT-1B793G.5,05/26/2026 15:28
MSCU6014579,3135113,8YF180372,CWIT-1B,Y-CWIT-1B812L.1,05/26/2026 15:28
CMAU6014171,3134038,CQN180252,CWIT-1B,Y-CWIT-1B601E.4,05/26/2026 15:27
HLCU6016001,3135110,8YF180372,CWIT-1B,Y-CWIT-1B551N.3,05/26/2026 15:27
ONEY6013850,3134037,CQN180252,CWIT-1B,Y-CWIT-1B305B.5,05/26/2026 15:26
HLCU6014995,3135109,8YF180372,CWIT-1B,Y-CWIT-1B126F.2,05/26/2026 15:26
ONEY6015786,3134036,CQN180252,CWIT-1B,Y-CWIT-1B120C.6,05/26/2026 15:25
GCXU6016000,3135106,8YF180372,CWIT-1B,Y-CWIT-1B152L.3,05/26/2026 15:25
MAEU6008022,3135104,8YF180372,CWIT-4D,Y-CWIT-4D876F.3,05/26/2026 15:24
ONEY6010822,3135105,8YF180372,CWIT-1B,Y-CWIT-1B414B.2,05/26/2026 15:24
TRLU6009188,3134032,CQN180252,CWIT-1B,Y-CWIT-1B476J.4,05/26/2026 15:22
MAEU6015881,3134031,CQN180252,CWIT-1B,Y-CWIT-1B976L.4,05/26/2026 15:21
MSCU6011426,3134030,CQN180252,CWIT-1B,Y-CWIT-1B408A.5,05/26/2026 15:20
TRLU6012468,3135096,8YF180372,CWIT-1B,Y-CWIT-1B800H.2,05/26/2026 15:20
ONEY6015999,3135092,8YF180372,CWIT-1B,Y-CWIT-1B146D.1,05/26/2026 15:19
TRLU6008583,3135091,8YF180372,CWIT-1B,Y-CWIT-1B073G.1,05/26/2026 15:18
HLCU6008085,3135089,8YF180372,CWIT-1B,Y-CWIT-1B366A.6,05/26/2026 15:17
ONEY6015682,3135088,8YF180372,CWIT-5D,Y-CWIT-5D286D.5,05/26/2026 15:17
CMAU6015998,3135085,8YF180372,CWIT-1B,Y-CWIT-1B926B.2,05/26/2026 15:15
CMAU6011385,3135081,8YF180372,CWIT-1B,Y-CWIT-1B248N.6,05/26/2026 15:13
GCXU6015997,3135080,8YF180372,CWIT-1B,Y-CWIT-1B298B.2,05/26/2026 15:13
MAEU6013061,3135077,8YF180372,CWIT-1B,Y-CWIT-1B788E.6,05/26/2026 15:12
HLCU6015400,3134757,CMA180360,CWIT-5D,Y-CWIT-5D803M.2,05/26/2026 14:14
TRLU6008973,3134753,CMA180360,CWIT-4D,Y-CWIT-4D446B.4,05/26/2026 14:13
MSCU6013114,3134754,CMA180360,CWIT-2A,Y-CWIT-2A794N.2,05/26/2026 14:13
CMAU6009282,3134751,CMA180360,CWIT-4D,Y-CWIT-4D952D.6,05/26/2026 14:12
ONEY6011214,3134750,CMA180360,CWIT-4D,Y-CWIT-4D163E.3,05/26/2026 14:11
GCXU6011453,3134748,CMA180360,CWIT-1B,Y-CWIT-1B422D.4,05/26/2026 14:10
HLCU6011179,3134746,CMA180360,CWIT-4D,Y-CWIT-4D108M.4,05/26/2026 14:09
CMAU6015903,3134743,CMA180360,CWIT-1B,Y-CWIT-1B792N.5,05/26/2026 14:08
OOLU6011448,3134742,CMA180360,CWIT-4D,Y-CWIT-4D831L.1,05/26/2026 14:07
OOLU6015970,3134740,CMA180360,CWIT-4D,Y-CWIT-4D173L.4,05/26/2026 14:06
ONEY6012537,3134738,CMA180360,CWIT-4D,Y-CWIT-4D419M.5,05/26/2026 14:05
TRLU6010534,3134735,CMA180360,CWIT-1B,Y-CWIT-1B405J.2,05/26/2026 14:04
MSCU6014782,3134736,CMA180360,CWIT-2A,Y-CWIT-2A430H.3,05/26/2026 14:04
TRLU6013383,3134731,CMA180360,CWIT-4D,Y-CWIT-4D364M.1,05/26/2026 14:02
ONEY6008343,3134729,CMA180360,CWIT-4D,Y-CWIT-4D531M.3,05/26/2026 14:01
OOLU6015538,3134726,CMA180360,CWIT-5D,Y-CWIT-5D791K.6,05/26/2026 14:00
ONEY6013157,3134725,CMA180360,CWIT-4D,Y-CWIT-4D602C.5,05/26/2026 13:59
OOLU6015967,3134722,CMA180360,CWIT-4D,Y-CWIT-4D402N.4,05/26/2026 13:58
TRLU6010941,3134721,CMA180360,CWIT-4D,Y-CWIT-4D544A.1,05/26/2026 13:57
CMAU6014282,3134719,CMA180360,CWIT-4D,Y-CWIT-4D278G.1,05/26/2026 13:56
ONEY6009569,3134419,CMA180276,CWIT-3A,Y-CWIT-3A913D.2,05/26/2026 13:55
OOLU6015966,3134716,CMA180360,CWIT-4D,Y-CWIT-4D910G.4,05/26/2026 13:55
OOLU6009095,3134715,CMA180360,CWIT-4D,Y-CWIT-4D641M.1,05/26/2026 13:54
HLCU6010358,3134417,CMA180276,CWIT-3A,Y-CWIT-3A871N.6,05/26/2026 13:54
OOLU6014906,3134415,CMA180276,CWIT-3A,Y-CWIT-3A630M.3,05/26/2026 13:54
MSCU6015965,3134712,CMA180360,CWIT-4D,Y-CWIT-4D595D.6,05/26/2026 13:53
MSCU6008509,3134709,CMA180360,CWIT-4D,Y-CWIT-4D200D.6,05/26/2026 13:52
MSCU6014916,3134410,CMA180276,CWIT-3A,Y-CWIT-3A697G.3,05/26/2026 13:52
TRLU6015505,3134411,CMA180276,CWIT-3A,Y-CWIT-3A410C.6,05/26/2026 13:52
OOLU6015964,3134710,CMA180360,CWIT-4D,Y-CWIT-4D640L.2,05/26/2026 13:52
GCXU6008107,3134408,CMA180276,CWIT-3A,Y-CWIT-3A388F.1,05/26/2026 13:51
GCXU6009467,3134409,CMA180276,CWIT-3A,Y-CWIT-3A223D.2,05/26/2026 13:51
CMAU6013877,3134406,CMA180276,CWIT-3A,Y-CWIT-3A171E.5,05/26/2026 13:50
ONEY6015963,3134707,CMA180360,CWIT-4D,Y-CWIT-4D381F.1,05/26/2026 13:50
MSCU6012987,3134704,CMA180360,CWIT-2A,Y-CWIT-2A730G.1,05/26/2026 13:49
MSCU6009932,3134700,CMA180360,CWIT-4D,Y-CWIT-4D133H.1,05/26/2026 13:47
GCXU6013580,3134699,CMA180360,CWIT-4D,Y-CWIT-4D751C.5,05/26/2026 13:47
HLCU6008007,3134397,CMA180276,CWIT-3A,Y-CWIT-3A993G.5,05/26/2026 13:46
GCXU6012413,3134395,CMA180276,CWIT-5D,Y-CWIT-5D879D.1,05/26/2026 13:46
HLCU6015414,3134696,CMA180360,CWIT-5D,Y-CWIT-5D311B.2,05/26/2026 13:45
GCXU6015962,3134695,CMA180360,CWIT-4D,Y-CWIT-4D368L.2,05/26/2026 13:45
HLCU6015922,3134393,CMA180276,CWIT-3A,Y-CWIT-3A596B.1,05/26/2026 13:44
MSCU6015961,3134693,CMA180360,CWIT-4D,Y-CWIT-4D594N.4,05/26/2026 13:44
HLCU6011688,3134390,CMA180276,CWIT-5D,Y-CWIT-5D565M.6,05/26/2026 13:43
ONEY6014892,3134389,CMA180276,CWIT-4D,Y-CWIT-4D545C.1,05/26/2026 13:43
CMAU6015960,3134692,CMA180360,CWIT-4D,Y-CWIT-4D181G.6,05/26/2026 13:43
OOLU6015300,3134386,CMA180276,CWIT-1B,Y-CWIT-1B596J.4,05/26/2026 13:42
MSCU6010761,3134384,CMA180276,CWIT-3A,Y-CWIT-3A624K.2,05/26/2026 13:41
TRLU6011091,3134385,CMA180276,CWIT-5D,Y-CWIT-5D809C.4,05/26/2026 13:41
ONEY6009453,3134383,CMA180276,CWIT-5D,Y-CWIT-5D294K.1,05/26/2026 13:40
TRLU6010473,3134685,CMA180360,CWIT-3A,Y-CWIT-3A947K.3,05/26/2026 13:40
OOLU6013126,3134381,CMA180276,CWIT-3A,Y-CWIT-3A138N.6,05/26/2026 13:40
MAEU6015959,3134686,CMA180360,CWIT-4D,Y-CWIT-4D558L.5,05/26/2026 13:40
ONEY6015921,3134382,CMA180276,CWIT-3A,Y-CWIT-3A423A.5,05/26/2026 13:40
HLCU6011501,3134379,CMA180276,CWIT-3A,Y-CWIT-3A598A.4,05/26/2026 13:39
OOLU6012121,3134682,CMA180360,CWIT-4D,Y-CWIT-4D953C.2,05/26/2026 13:39
MSCU6009352,3134376,CMA180276,CWIT-3A,Y-CWIT-3A974J.6,05/26/2026 13:38
MSCU6014119,3134681,CMA180360,CWIT-2A,Y-CWIT-2A965N.4,05/26/2026 13:38
GCXU6009678,3134679,CMA180360,CWIT-4D,Y-CWIT-4D294E.5,05/26/2026 13:37
TRLU6015915,3134374,CMA180276,CWIT-3A,Y-CWIT-3A671K.4,05/26/2026 13:37
GCXU6015958,3134678,CMA180360,CWIT-4D,Y-CWIT-4D971N.6,05/26/2026 13:37
GCXU6008304,3134677,CMA180360,CWIT-4D,Y-CWIT-4D502N.3,05/26/2026 13:36
OOLU6008789,3134372,CMA180276,CWIT-3A,Y-CWIT-3A515L.6,05/26/2026 13:36
OOLU6008084,3134369,CMA180276,CWIT-3A,Y-CWIT-3A280J.4,05/26/2026 13:35
ONEY6015957,3134675,CMA180360,CWIT-5D,Y-CWIT-5D465G.6,05/26/2026 13:35
GCXU6012847,3134362,CMA180276,CWIT-3A,Y-CWIT-3A622C.4,05/26/2026 13:32
TRLU6015920,3134361,CMA180276,CWIT-3A,Y-CWIT-3A411A.5,05/26/2026 13:31
OOLU6013188,3134356,CMA180276,CWIT-2A,Y-CWIT-2A241E.4,05/26/2026 13:29
TRLU6013255,3134354,CMA180276,CWIT-4D,Y-CWIT-4D830C.4,05/26/2026 13:29
CMAU6014464,3134353,CMA180276,CWIT-2A,Y-CWIT-2A110L.5,05/26/2026 13:28
TRLU6009792,3134349,CMA180276,CWIT-4D,Y-CWIT-4D354M.3,05/26/2026 13:26
OOLU6015918,3134348,CMA180276,CWIT-1B,Y-CWIT-1B802H.1,05/26/2026 13:26
HLCU6013638,3134345,CMA180276,CWIT-5D,Y-CWIT-5D917A.5,05/26/2026 13:25
ONEY6015917,3134343,CMA180276,CWIT-1B,Y-CWIT-1B892A.6,05/26/2026 13:24
GCXU6016072,3135735,8YF180240,CWIT-2A,Y-CWIT-2A063E.2,05/26/2026 13:23
MSCU6012289,3135734,8YF180240,CWIT-2A,Y-CWIT-2A259M.1,05/26/2026 13:18
OOLU6014104,3135733,8YF180240,CWIT-2A,Y-CWIT-2A080B.1,05/26/2026 13:12
HLCU6011665,3135731,8YF180240,CWIT-2A,Y-CWIT-2A275N.3,05/26/2026 13:02
MAEU6012666,3135729,8YF180240,CWIT-2A,Y-CWIT-2A747D.1,05/26/2026 12:52
MAEU6009783,3135728,8YF180240,CWIT-2A,Y-CWIT-2A456D.3,05/26/2026 12:47
HLCU6015861,3133874,HLC180336,CWIT-3D,Y-CWIT-3D861C.6,05/26/2026 11:05
MSCU6008428,3133870,HLC180336,CWIT-1B,Y-CWIT-1B705H.5,05/26/2026 11:03
OOLU6011334,3133860,HLC180336,CWIT-3D,Y-CWIT-3D767K.1,05/26/2026 10:58
TRLU6012239,3133858,HLC180336,CWIT-3D,Y-CWIT-3D838B.2,05/26/2026 10:58
MSCU6011603,3133854,HLC180336,CWIT-3D,Y-CWIT-3D771H.3,05/26/2026 10:56
MSCU6011157,3133853,HLC180336,CWIT-3D,Y-CWIT-3D492K.5,05/26/2026 10:55
ONEY6010223,3133851,HLC180336,CWIT-3A,Y-CWIT-3A314E.4,05/26/2026 10:54
MAEU6010665,3133848,HLC180336,CWIT-3D,Y-CWIT-3D690M.1,05/26/2026 10:53
MSCU6015856,3133847,HLC180336,CWIT-3D,Y-CWIT-3D758H.4,05/26/2026 10:52
MSCU6012602,3133845,HLC180336,CWIT-3D,Y-CWIT-3D739M.5,05/26/2026 10:51
HLCU6014647,3133844,HLC180336,CWIT-4D,Y-CWIT-4D527M.2,05/26/2026 10:51
MAEU6009525,3133840,HLC180336,CWIT-1B,Y-CWIT-1B585C.6,05/26/2026 10:49
OOLU6013088,3133837,HLC180336,CWIT-5D,Y-CWIT-5D229A.2,05/26/2026 10:48
TRLU6008969,3133834,HLC180336,CWIT-3A,Y-CWIT-3A935G.6,05/26/2026 10:46
ONEY6008155,3133830,HLC180336,CWIT-4D,Y-CWIT-4D747L.1,05/26/2026 10:45
CMAU6012072,3133827,HLC180336,CWIT-4D,Y-CWIT-4D652A.1,05/26/2026 10:43
