Unit ID,Unit Visit Gkey,Complex Id,Facility Id,Yard Id,Category Id,Equipment Class,Container Length,Equipment type,Freight Kind,Destination,Unit Weight in kg,Verified Gross Mass (Kg),Reefer,OOG Unit,Hazardous Flag,Hazard UN Numbers,IMDG Code,Stow Code 1,Stow Code 2,Stow Code 3,Port of Discharge,Actual Inbound Carrier visit ID,Inbound Service,Actual Outbound Carrier visit ID,Outbound Service,Arrival Mode,Current Position,Visit State,Transit State,Time Out,Time In,Move Complete Time,Ctr From Position,Ctr To Position
GCXU6000493,3006813,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,26410.876764,26660.91581,No,No,No,,,,,,JPYOK,,,MSC180026,VS-PEB-03,TRUCK,Y-PEB-G15229C6,IN_YARD,S40_YARD,12/17/2025 23:49,12/17/2025 21:18,12/17/2025 22:44,Y-PEB-C46081C6,Y-PEB-G15229C6
TRLU6000069,3006261,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,26209.77013,26666.66031,No,No,Yes,3,9,,,,NLRTM,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A48979C5,IN_YARD,S40_YARD,12/18/2025 06:41,12/17/2025 22:45,12/17/2025 22:45,V-HLC180086-391567,Y-PEB-A48979C5
MAEU6000468,3006814,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,23347.162578,23456.09292,No,No,No,,,,,,JPYOK,,,MSC180026,VS-PEB-03,TRUCK,V-MSC180026-216366,3DEPARTED,S70_DEPARTED,12/18/2025 00:12,12/17/2025 20:25,12/17/2025 22:45,Y-PEB-F12333C4,V-MSC180026-216366
ONEY6000319,3006815,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,11438.081108,11698.26655,No,No,Yes,6,8,,,,JPYOK,,,MSC180026,VS-PEB-03,TRUCK,V-MSC180026-205739,3DEPARTED,S70_DEPARTED,12/18/2025 01:43,12/17/2025 21:14,12/17/2025 22:45,Y-PEB-D32748C1,V-MSC180026-205739
TRLU6000320,3006262,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,15576.683543,15911.73239,No,No,Yes,8,8,,,,SGSIN,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A39982C2,IN_YARD,S40_YARD,12/18/2025 07:20,12/17/2025 22:46,12/17/2025 22:46,V-HLC180086-463872,Y-PEB-A39982C2
TRLU6000459,3006263,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,3805.668613,4282.5524,No,Yes,No,,,,,,INMAA,,,HLC180086,VS-PEB-08,TRUCK,V-HLC180086-815029,3DEPARTED,S70_DEPARTED,12/17/2025 23:59,12/17/2025 20:56,12/17/2025 22:46,Y-PEB-C71754C1,V-HLC180086-815029
TRLU6001013,3006816,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,10515.179398,10585.52825,No,No,No,,,,,,KRPUS,MSC180026,VS-PEB-03,MSC180026,VS-PEB-03,VESSEL,Y-PEB-A15273C4,IN_YARD,S40_YARD,12/18/2025 02:20,12/17/2025 22:46,12/17/2025 22:46,V-MSC180026-119784,Y-PEB-A15273C4
GCXU6001340,3006817,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,16079.708969,16179.6738,No,No,No,,,,,,JPYOK,,,MSC180026,VS-PEB-03,TRUCK,Y-PEB-D87783C1,IN_YARD,S40_YARD,12/18/2025 02:01,12/17/2025 20:15,12/17/2025 22:46,Y-PEB-A69968C1,Y-PEB-D87783C1
CMAU6001181,3006264,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,15604.01574,15974.07985,No,No,No,,,,,,KRPUS,,,HLC180086,VS-PEB-08,TRUCK,V-HLC180086-412791,3DEPARTED,S70_DEPARTED,12/18/2025 01:58,12/17/2025 19:06,12/17/2025 22:47,Y-PEB-H51653C2,V-HLC180086-412791
MAEU6000348,3006265,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,9067.125581,9549.35026,No,No,No,,,,,,SGSIN,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A61428C5,IN_YARD,S40_YARD,12/18/2025 05:35,12/17/2025 22:48,12/17/2025 22:48,V-HLC180086-168904,Y-PEB-A61428C5
ONEY6000893,3006266,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,30031.343708,,No,No,No,,,,,,USLAX,,,HLC180086,VS-PEB-08,TRUCK,Y-PEB-G21124C5,IN_YARD,S40_YARD,12/18/2025 00:16,12/17/2025 20:52,12/17/2025 22:49,Y-PEB-A89499C6,Y-PEB-G21124C5
ONEY6000318,3006267,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,31483.247427,,No,Yes,No,,,,,,CNSHA,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A28830C3,IN_YARD,S40_YARD,12/18/2025 01:00,12/17/2025 22:50,12/17/2025 22:50,V-HLC180086-679537,Y-PEB-A28830C3
ONEY6001405,3006268,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,22540.958109,,No,No,No,,,,,,INMAA,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A11373C5,IN_YARD,S40_YARD,12/18/2025 03:09,12/17/2025 22:51,12/17/2025 22:51,V-HLC180086-418317,Y-PEB-A11373C5
OOLU6001203,3006269,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,15444.636506,15848.03414,No,No,No,,,,,,SGSIN,,,HLC180086,VS-PEB-08,TRUCK,V-HLC180086-222890,3DEPARTED,S70_DEPARTED,12/18/2025 02:15,12/17/2025 18:37,12/17/2025 22:51,Y-PEB-C72545C1,V-HLC180086-222890
MAEU6001373,3006270,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,27993.354501,28477.57183,No,No,No,,,,,,SGSIN,,,HLC180086,VS-PEB-08,TRUCK,Y-PEB-C80131C5,IN_YARD,S40_YARD,12/18/2025 01:26,12/17/2025 20:27,12/17/2025 22:52,Y-PEB-G72166C5,Y-PEB-C80131C5
OOLU6000811,3006271,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,16652.49812,,No,No,No,,,,,,SGSIN,,,HLC180086,VS-PEB-08,TRUCK,V-HLC180086-217557,3DEPARTED,S70_DEPARTED,12/18/2025 00:29,12/17/2025 21:27,12/17/2025 22:53,Y-PEB-A98738C4,V-HLC180086-217557
OOLU6000811,3006272,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft Reefer,FCL,,10593.40307,11011.14414,Yes,No,No,,,,,,INMAA,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A35455C4,IN_YARD,S40_YARD,12/18/2025 02:36,12/17/2025 22:54,12/17/2025 22:54,V-HLC180086-960963,Y-PEB-A35455C4
TRLU6000095,3006273,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,30491.173476,30939.28448,No,No,No,,,,,,KRPUS,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A36514C1,IN_YARD,S40_YARD,12/18/2025 04:18,12/17/2025 22:55,12/17/2025 22:55,V-HLC180086-438697,Y-PEB-A36514C1
HLCU6001406,3006274,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,27412.864364,,No,No,No,,,,,,SGSIN,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A73752C5,IN_YARD,S40_YARD,12/18/2025 06:21,12/17/2025 22:56,12/17/2025 22:56,V-HLC180086-465275,Y-PEB-A73752C5
ONEY6000476,3006275,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,19261.241663,19446.90176,No,No,Yes,1,9,,,,INMAA,,,HLC180086,VS-PEB-08,TRUCK,V-HLC180086-483587,3DEPARTED,S70_DEPARTED,12/18/2025 00:31,12/17/2025 21:25,12/17/2025 22:57,Y-PEB-D15224C6,V-HLC180086-483587
MSCU6000302,3006276,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,30139.635949,30527.90597,No,No,No,,,,,,CNNGB,,,HLC180086,VS-PEB-08,TRUCK,V-HLC180086-114834,3DEPARTED,S70_DEPARTED,12/18/2025 01:56,12/17/2025 20:09,12/17/2025 22:57,Y-PEB-H14497C1,V-HLC180086-114834
HLCU6001407,3006277,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,28637.72247,,No,No,Yes,7,6.1,,,,CNNGB,HLC180086,VS-PEB-08,HLC180086,VS-PEB-08,VESSEL,Y-PEB-A50385C1,IN_YARD,S40_YARD,12/18/2025 05:58,12/17/2025 22:58,12/17/2025 22:58,V-HLC180086-693349,Y-PEB-A50385C1
CMAU6000900,3005523,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,14637.858885,14756.31484,No,Yes,Yes,9,3,,,,SGSIN,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D22151C1,IN_YARD,S40_YARD,12/18/2025 06:49,12/18/2025 02:15,12/18/2025 02:15,V-MSC180122-302684,Y-PEB-D22151C1
MAEU6001302,3005524,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,25466.278746,,No,Yes,No,,,,,,JPYOK,,,MSC180122,VS-PEB-11,TRUCK,Y-PEB-D72831C1,IN_YARD,S40_YARD,12/18/2025 08:01,12/18/2025 01:05,12/18/2025 02:16,Y-PEB-C33486C6,Y-PEB-D72831C1
OOLU6000546,3005525,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,22541.593378,22744.24885,No,No,No,,,,,,SGSIN,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-495897,3DEPARTED,S70_DEPARTED,12/18/2025 05:24,12/17/2025 21:46,12/18/2025 02:16,Y-PEB-F33344C2,V-MSC180122-495897
ONEY6000375,3005526,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,8197.255791,8360.68804,No,No,No,,,,,,CNSHA,,,MSC180122,VS-PEB-11,TRUCK,Y-PEB-A93267C6,IN_YARD,S40_YARD,12/18/2025 07:02,12/18/2025 01:00,12/18/2025 02:17,Y-PEB-G85838C2,Y-PEB-A93267C6
GCXU6000347,3005527,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,30607.411457,,No,No,No,,,,,,KRPUS,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D55229C1,IN_YARD,S40_YARD,12/18/2025 09:51,12/18/2025 02:17,12/18/2025 02:17,V-MSC180122-532447,Y-PEB-D55229C1
ONEY6000064,3005528,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,22642.107964,,No,No,No,,,,,,INMAA,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D18327C3,IN_YARD,S40_YARD,12/18/2025 07:32,12/18/2025 02:18,12/18/2025 02:18,V-MSC180122-769078,Y-PEB-D18327C3
HLCU6000653,3005529,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTL,,10273.301239,10726.01437,No,No,No,,,,,,USLAX,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D10081C2,IN_YARD,S40_YARD,12/18/2025 07:35,12/18/2025 02:19,12/18/2025 02:19,V-MSC180122-453536,Y-PEB-D10081C2
MSCU6000470,3005530,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,2586.180815,2769.69287,No,Yes,No,,,,,,CNNGB,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D38233C2,IN_YARD,S40_YARD,12/18/2025 04:20,12/18/2025 02:19,12/18/2025 02:19,V-MSC180122-158349,Y-PEB-D38233C2
MAEU6001317,3005531,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,9535.574409,9969.47272,No,No,Yes,7,6.1,,,,KRPUS,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D52947C2,IN_YARD,S40_YARD,12/18/2025 05:19,12/18/2025 02:20,12/18/2025 02:20,V-MSC180122-868893,Y-PEB-D52947C2
CMAU6000620,3005532,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,15755.277794,,No,Yes,No,,,,,,USLAX,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D30886C2,IN_YARD,S40_YARD,12/18/2025 08:55,12/18/2025 02:21,12/18/2025 02:21,V-MSC180122-308678,Y-PEB-D30886C2
ONEY6000155,3005533,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTL,,11698.110341,11816.01958,No,No,No,,,,,,KRPUS,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-896951,3DEPARTED,S70_DEPARTED,12/18/2025 03:23,12/17/2025 23:04,12/18/2025 02:21,Y-PEB-A69444C1,V-MSC180122-896951
HLCU6000591,3005534,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,MTL,,19345.977081,,Yes,No,No,,,,,,USLAX,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-525428,3DEPARTED,S70_DEPARTED,12/18/2025 03:36,12/18/2025 00:55,12/18/2025 02:22,Y-PEB-F23898C2,V-MSC180122-525428
TRLU6000480,3005535,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,26759.052633,27185.69412,No,No,No,,,,,,INMAA,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-419950,3DEPARTED,S70_DEPARTED,12/18/2025 05:37,12/17/2025 22:58,12/18/2025 02:22,Y-PEB-G23752C4,V-MSC180122-419950
CMAU6001169,3005536,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,26466.521682,26962.43183,No,No,Yes,9,6.1,,,,JPYOK,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-502761,3DEPARTED,S70_DEPARTED,12/18/2025 04:05,12/17/2025 22:24,12/18/2025 02:23,Y-PEB-G46672C4,V-MSC180122-502761
GCXU6000831,3005537,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft Reefer,MTL,,3260.477545,,Yes,No,No,,,,,,NLRTM,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D46478C1,IN_YARD,S40_YARD,12/18/2025 06:02,12/18/2025 02:23,12/18/2025 02:23,V-MSC180122-285600,Y-PEB-D46478C1
OOLU6000638,3005538,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,8619.072536,,No,No,No,,,,,,SGSIN,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-305525,3DEPARTED,S70_DEPARTED,12/18/2025 05:29,12/17/2025 22:27,12/18/2025 02:24,Y-PEB-H39760C5,V-MSC180122-305525
CMAU6001318,3005539,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,18450.063262,,No,No,Yes,2,9,,,,CNSHA,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D27639C1,IN_YARD,S40_YARD,12/18/2025 07:26,12/18/2025 02:25,12/18/2025 02:25,V-MSC180122-822070,Y-PEB-D27639C1
ONEY6000177,3005540,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,4578.636965,,No,No,No,,,,,,NLRTM,,,MSC180122,VS-PEB-11,TRUCK,Y-PEB-H75275C1,IN_YARD,S40_YARD,12/18/2025 08:25,12/18/2025 00:27,12/18/2025 02:25,Y-PEB-D40879C4,Y-PEB-H75275C1
OOLU6001319,3005541,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,25287.381693,25739.50582,No,No,No,,,,,,USLAX,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D17541C3,IN_YARD,S40_YARD,12/18/2025 10:15,12/18/2025 02:26,12/18/2025 02:26,V-MSC180122-846046,Y-PEB-D17541C3
MAEU6000415,3005542,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,21027.654855,21348.44862,No,No,No,,,,,,USLAX,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-770346,3DEPARTED,S70_DEPARTED,12/18/2025 06:05,12/17/2025 22:15,12/18/2025 02:26,Y-PEB-G15353C5,V-MSC180122-770346
CMAU6000948,3005543,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,6815.945878,6948.62328,No,No,No,,,,,,NLRTM,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-283702,3DEPARTED,S70_DEPARTED,12/18/2025 06:12,12/17/2025 21:43,12/18/2025 02:27,Y-PEB-C39128C6,V-MSC180122-283702
GCXU6001276,3005544,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,26185.90583,26670.75543,No,No,No,,,,,,CNNGB,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-116048,3DEPARTED,S70_DEPARTED,12/18/2025 06:04,12/18/2025 01:02,12/18/2025 02:27,Y-PEB-D12134C6,V-MSC180122-116048
GCXU6000676,3005545,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,MTY,,26714.677241,,Yes,No,No,,,,,,KRPUS,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D51989C5,IN_YARD,S40_YARD,12/18/2025 05:39,12/18/2025 02:28,12/18/2025 02:28,V-MSC180122-244808,Y-PEB-D51989C5
MAEU6000291,3005546,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,3406.732771,3878.10925,No,No,No,,,,,,INMAA,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-773487,3DEPARTED,S70_DEPARTED,12/18/2025 04:18,12/18/2025 01:02,12/18/2025 02:29,Y-PEB-A32638C4,V-MSC180122-773487
CMAU6001107,3005547,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,7291.317937,7663.15833,No,No,No,,,,,,USLAX,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D62989C6,IN_YARD,S40_YARD,12/18/2025 07:16,12/18/2025 02:29,12/18/2025 02:29,V-MSC180122-350573,Y-PEB-D62989C6
MSCU6001207,3005548,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,27389.879738,27779.73073,No,No,No,,,,,,CNNGB,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-150269,3DEPARTED,S70_DEPARTED,12/18/2025 04:58,12/17/2025 23:04,12/18/2025 02:30,Y-PEB-A64664C3,V-MSC180122-150269
ONEY6000822,3005549,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,26363.126051,26626.33,No,Yes,Yes,5,2.1,,,,CNSHA,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-628981,3DEPARTED,S70_DEPARTED,12/18/2025 05:52,12/18/2025 01:04,12/18/2025 02:30,Y-PEB-A27136C1,V-MSC180122-628981
ONEY6001143,3005550,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,16470.93633,16824.67502,No,No,No,,,,,,CNNGB,,,MSC180122,VS-PEB-11,TRUCK,Y-PEB-H97117C3,IN_YARD,S40_YARD,12/18/2025 07:39,12/18/2025 01:17,12/18/2025 02:31,Y-PEB-D95727C4,Y-PEB-H97117C3
HLCU6000204,3005551,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,30005.173499,30362.70788,No,Yes,No,,,,,,CNNGB,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-805353,3DEPARTED,S70_DEPARTED,12/18/2025 04:21,12/18/2025 00:51,12/18/2025 02:31,Y-PEB-H12226C3,V-MSC180122-805353
OOLU6000022,3005552,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube Reefer,MTY,,24716.036558,,Yes,No,No,,,,,,CNSHA,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-833977,3DEPARTED,S70_DEPARTED,12/18/2025 06:10,12/18/2025 00:34,12/18/2025 02:32,Y-PEB-D45839C2,V-MSC180122-833977
CMAU6000220,3005553,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,26552.536643,26833.99339,No,No,No,,,,,,CNNGB,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-275992,3DEPARTED,S70_DEPARTED,12/18/2025 06:29,12/18/2025 01:05,12/18/2025 02:33,Y-PEB-A42292C3,V-MSC180122-275992
MAEU6000642,3005554,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,7980.738442,8335.58005,No,No,Yes,5,3,,,,JPYOK,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-714237,3DEPARTED,S70_DEPARTED,12/18/2025 05:06,12/17/2025 21:45,12/18/2025 02:33,Y-PEB-A25289C5,V-MSC180122-714237
MAEU6000939,3005555,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTY,,12495.014671,12870.3321,No,No,No,,,,,,USLAX,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-613952,3DEPARTED,S70_DEPARTED,12/18/2025 05:56,12/17/2025 23:45,12/18/2025 02:34,Y-PEB-D63751C6,V-MSC180122-613952
CMAU6000685,3005556,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,20048.448257,20178.0517,No,No,No,,,,,,INMAA,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-712382,3DEPARTED,S70_DEPARTED,12/18/2025 04:02,12/17/2025 22:17,12/18/2025 02:34,Y-PEB-A88673C6,V-MSC180122-712382
MSCU6001154,3005557,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,23659.932818,23832.41783,No,No,Yes,8,6.1,,,,JPYOK,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D28971C5,IN_YARD,S40_YARD,12/18/2025 07:31,12/18/2025 02:35,12/18/2025 02:35,V-MSC180122-872525,Y-PEB-D28971C5
TRLU6000926,3005558,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,FCL,,2915.641226,3228.66418,No,No,No,,,,,,CNSHA,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D79771C4,IN_YARD,S40_YARD,12/18/2025 09:01,12/18/2025 02:36,12/18/2025 02:36,V-MSC180122-881477,Y-PEB-D79771C4
MAEU6000348,3005559,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTL,,4223.660237,4621.08126,No,No,No,,,,,,INMAA,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-280387,3DEPARTED,S70_DEPARTED,12/18/2025 03:55,12/17/2025 21:52,12/18/2025 02:36,Y-PEB-C94049C3,V-MSC180122-280387
OOLU6000014,3005560,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTL,,3114.806956,3194.69028,No,No,No,,,,,,SGSIN,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-287478,3DEPARTED,S70_DEPARTED,12/18/2025 03:53,12/17/2025 22:21,12/18/2025 02:37,Y-PEB-D43159C6,V-MSC180122-287478
HLCU6000408,3005561,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,25292.439536,,No,No,No,,,,,,INMAA,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-312254,3DEPARTED,S70_DEPARTED,12/18/2025 04:10,12/18/2025 00:22,12/18/2025 02:37,Y-PEB-D48424C4,V-MSC180122-312254
CMAU6001046,3005562,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC40,40ft Hi-Cube General,FCL,,12444.989792,12783.48661,No,No,No,,,,,,JPYOK,,,MSC180122,VS-PEB-11,TRUCK,Y-PEB-D41142C4,IN_YARD,S40_YARD,12/18/2025 04:43,12/18/2025 00:35,12/18/2025 02:38,Y-PEB-F93122C6,Y-PEB-D41142C4
CMAU6000221,3005563,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,FCL,,8813.872187,8963.21419,No,No,No,,,,,,NLRTM,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-968218,3DEPARTED,S70_DEPARTED,12/18/2025 05:14,12/17/2025 22:23,12/18/2025 02:39,Y-PEB-A89419C5,V-MSC180122-968218
CMAU6000026,3005564,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC40,40ft Hi-Cube General,MTY,,12715.998608,12837.98252,No,No,Yes,6,9,,,,CNNGB,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-767739,3DEPARTED,S70_DEPARTED,12/18/2025 04:48,12/18/2025 00:25,12/18/2025 02:39,Y-PEB-H98334C6,V-MSC180122-767739
GCXU6001022,3005565,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft Reefer,MTL,,26399.647903,26732.66826,Yes,No,No,,,,,,JPYOK,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D85539C1,IN_YARD,S40_YARD,12/18/2025 06:34,12/18/2025 02:40,12/18/2025 02:40,V-MSC180122-700605,Y-PEB-D85539C1
GCXU6000173,3005566,USPEB,PEB,PEB,EXPRT,CONTAINER,BASIC20,20ft General,MTL,,4825.390474,5268.98211,No,No,No,,,,,,SGSIN,,,MSC180122,VS-PEB-11,TRUCK,V-MSC180122-578733,3DEPARTED,S70_DEPARTED,12/18/2025 04:58,12/17/2025 22:31,12/18/2025 02:40,Y-PEB-C28483C5,V-MSC180122-578733
HLCU6000204,3005567,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,20309.269527,,No,No,Yes,3,4.1,,,,JPYOK,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D50453C6,IN_YARD,S40_YARD,12/18/2025 10:39,12/18/2025 02:41,12/18/2025 02:41,V-MSC180122-125982,Y-PEB-D50453C6
OOLU6000325,3005568,USPEB,PEB,PEB,IMPRT,CONTAINER,BASIC20,20ft General,MTY,,19930.82717,,No,No,No,,,,,,CNSHA,MSC180122,VS-PEB-11,MSC180122,VS-PEB-11,VESSEL,Y-PEB-D75285C1,IN_YARD,S40_YARD,12/18/2025 08:39,12/18/2025 02:41,12/18/2025 02:41,V-MSC180122-401041,Y-PEB-D75285C1
