Time Completed,Event Type,Move Kind,Unit Category,Unit Nbr,Crane CHE,From Position,To Position,Carrier Visit,Line Op,Exclude
26-Jan-09 0435,UNIT_LOAD,Load,Import,MAEU6001993,STS05,Y-PEB-F58645C1,V-HLC180039-165509,HLC180039,MKL,No
26-Jan-09 0436,UNIT_DISCHARGE,Discharge,Import,OOLU6002539,STS01,V-HLC180039-289867,Y-PEB-D55896C4,HLC180039,MKL,No
26-Jan-09 0437,UNIT_DISCHARGE,Discharge,Export,OOLU6000639,STS01,V-HLC180039-744346,Y-PEB-D42079C1,HLC180039,MKL,No
26-Jan-09 0437,UNIT_LOAD,Load,Import,CMAU6000349,STS06,Y-PEB-A44199C1,V-HLC180039-771471,HLC180039,MKL,No
26-Jan-09 0438,UNIT_LOAD,Load,Import,HLCU6001202,STS03,Y-PEB-C58058C6,V-HLC180039-551949,HLC180039,MKL,No
26-Jan-09 0439,UNIT_LOAD,Load,Transship,HLCU6002001,STS01,Y-PEB-A53729C2,V-HLC180039-969736,HLC180039,MKL,No
26-Jan-09 0440,UNIT_LOAD,Load,Transship,TRLU6001668,STS03,Y-PEB-A76343C6,V-HLC180039-785604,HLC180039,MKL,No
26-Jan-09 0441,UNIT_LOAD,Load,Import,ONEY6001333,STS05,Y-PEB-F54595C4,V-HLC180039-229952,HLC180039,MKL,No
26-Jan-09 0441,UNIT_LOAD,Load,Import,MSCU6001725,STS06,Y-PEB-F44098C6,V-HLC180039-491404,HLC180039,MKL,No
26-Jan-09 0442,UNIT_LOAD,Load,Export,GCXU6000588,STS04,Y-PEB-C44837C4,V-HLC180039-275520,HLC180039,MKL,No
26-Jan-09 0443,UNIT_DISCHARGE,Discharge,Export,GCXU6000913,STS05,V-HLC180039-897324,Y-PEB-D20531C2,HLC180039,MKL,No
26-Jan-09 0444,UNIT_LOAD,Load,Import,MSCU6002067,STS04,Y-PEB-G42738C3,V-HLC180039-685308,HLC180039,MKL,No
26-Jan-09 0444,UNIT_LOAD,Load,Transship,ONEY6002438,STS04,Y-PEB-D30246C5,V-HLC180039-960621,HLC180039,MKL,No
26-Jan-09 0445,UNIT_LOAD,Load,Export,MSCU6000814,STS03,Y-PEB-F96790C4,V-HLC180039-745205,HLC180039,MKL,No
26-Jan-09 0446,UNIT_RESTOW,Restow,Transship,TRLU6001692,STS03,Y-PEB-G75185C2,Y-PEB-G83138C4,HLC180039,MKL,No
26-Jan-09 0447,UNIT_LOAD,Load,Transship,GCXU6001841,STS03,Y-PEB-D32187C2,V-HLC180039-297543,HLC180039,MKL,No
26-Jan-09 0447,UNIT_LOAD,Load,Import,MAEU6001429,STS03,Y-PEB-F84781C1,V-HLC180039-800885,HLC180039,MKL,No
26-Jan-09 0448,UNIT_DISCHARGE,Discharge,Export,GCXU6002540,STS06,V-HLC180039-854889,Y-PEB-D25781C1,HLC180039,MKL,Yes
26-Jan-09 0449,UNIT_DISCHARGE,Discharge,Export,CMAU6002268,STS05,V-HLC180039-927180,Y-PEB-D33039C2,HLC180039,MKL,No
26-Jan-09 0450,UNIT_DISCHARGE,Discharge,Transship,GCXU6000231,STS04,V-HLC180039-725891,Y-PEB-D73993C3,HLC180039,MKL,No
26-Jan-09 0451,UNIT_RESTOW,Restow,Transship,CMAU6000757,STS01,Y-PEB-D15797C6,Y-PEB-C27797C6,HLC180039,MKL,No
26-Jan-09 0451,UNIT_DISCHARGE,Discharge,Transship,HLCU6002009,STS01,V-HLC180039-640312,Y-PEB-D37560C6,HLC180039,MKL,No
26-Jan-09 0452,UNIT_DISCHARGE,Discharge,Import,ONEY6001926,STS03,V-HLC180039-380001,Y-PEB-D77193C2,HLC180039,MKL,No
26-Jan-09 0453,UNIT_LOAD,Load,Import,TRLU6000723,STS06,Y-PEB-G60641C5,V-HLC180039-508657,HLC180039,MKL,No
26-Jan-09 0453,UNIT_LOAD,Load,Export,ONEY6000140,STS01,Y-PEB-G34739C2,V-HLC180039-181918,HLC180039,MKL,No
26-Jan-09 0454,UNIT_DISCHARGE,Discharge,Import,MAEU6000054,STS01,V-HLC180039-947658,Y-PEB-D85412C2,HLC180039,MKL,No
26-Jan-09 0455,UNIT_LOAD,Load,Import,ONEY6001101,STS04,Y-PEB-G94622C6,V-HLC180039-204628,HLC180039,MKL,No
26-Jan-09 0456,UNIT_RESTOW,Restow,Import,OOLU6002161,STS01,Y-PEB-C99581C6,Y-PEB-F76584C6,HLC180039,MKL,Yes
26-Jan-09 0457,UNIT_LOAD,Load,Import,TRLU6002251,STS06,Y-PEB-A88217C2,V-HLC180039-890712,HLC180039,MKL,No
26-Jan-09 0457,UNIT_DISCHARGE,Discharge,Export,GCXU6000493,STS04,V-HLC180039-322003,Y-PEB-D86853C2,HLC180039,MKL,Yes
26-Jan-09 0458,UNIT_LOAD,Load,Import,GCXU6000681,STS01,Y-PEB-C68280C5,V-HLC180039-636891,HLC180039,MKL,No
26-Jan-09 0459,UNIT_RESTOW,Restow,Transship,MAEU6000982,STS06,Y-PEB-C84285C2,Y-PEB-G31282C2,HLC180039,MKL,No
26-Jan-09 0500,UNIT_DISCHARGE,Discharge,Transship,HLCU6001930,STS05,V-HLC180039-392586,Y-PEB-D52579C4,HLC180039,MKL,Yes
26-Jan-09 0500,UNIT_LOAD,Load,Export,MSCU6000558,STS04,Y-PEB-C68887C4,V-HLC180039-624666,HLC180039,MKL,No
26-Jan-09 0501,UNIT_DISCHARGE,Discharge,Export,HLCU6000165,STS03,V-HLC180039-745980,Y-PEB-D14570C4,HLC180039,MKL,Yes
26-Jan-09 0502,UNIT_LOAD,Load,Export,MAEU6001742,STS05,Y-PEB-A32753C5,V-HLC180039-551231,HLC180039,MKL,No
26-Jan-09 0555,UNIT_RESTOW,Restow,Import,ONEY6001586,STS04,Y-PEB-D85798C6,Y-PEB-F63416C5,CQN180124,MKL,No
26-Jan-09 0555,UNIT_DISCHARGE,Discharge,Import,CMAU6000044,STS04,V-CQN180124-880299,Y-PEB-F16587C1,CQN180124,MKL,Yes
26-Jan-09 0556,UNIT_RESTOW,Restow,Transship,ONEY6002293,STS02,Y-PEB-D57421C5,Y-PEB-G50668C4,CQN180124,MKL,No
26-Jan-09 0557,UNIT_DISCHARGE,Discharge,Export,MAEU6000446,STS02,V-CQN180124-829301,Y-PEB-F36821C3,CQN180124,MKL,No
26-Jan-09 0557,UNIT_DISCHARGE,Discharge,Import,MSCU6000033,STS04,V-CQN180124-447939,Y-PEB-F28725C2,CQN180124,MKL,No
26-Jan-09 0558,UNIT_DISCHARGE,Discharge,Export,MAEU6000623,STS02,V-CQN180124-557475,Y-PEB-F35959C6,CQN180124,MKL,No
26-Jan-09 0559,UNIT_DISCHARGE,Discharge,Transship,MAEU6002600,STS04,V-CQN180124-811278,Y-PEB-F79417C5,CQN180124,MKL,Yes
26-Jan-09 0559,UNIT_DISCHARGE,Discharge,Import,MAEU6002601,STS04,V-CQN180124-132863,Y-PEB-F35346C5,CQN180124,MKL,Yes
26-Jan-09 0600,UNIT_DISCHARGE,Discharge,Export,MAEU6002081,STS05,V-CQN180124-654990,Y-PEB-F36595C1,CQN180124,MKL,No
26-Jan-09 0601,UNIT_DISCHARGE,Discharge,Export,GCXU6000347,STS05,V-CQN180124-377800,Y-PEB-F27373C6,CQN180124,MKL,No
26-Jan-09 0602,UNIT_DISCHARGE,Discharge,Import,TRLU6002602,STS05,V-CQN180124-169016,Y-PEB-C32216C6,CQN180124,MKL,Yes
26-Jan-09 0602,UNIT_LOAD,Load,Import,TRLU6001106,STS05,Y-PEB-C28017C4,V-CQN180124-838811,CQN180124,MKL,No
26-Jan-09 0603,UNIT_LOAD,Load,Transship,TRLU6000947,STS04,Y-PEB-G30346C2,V-CQN180124-119910,CQN180124,MKL,No
26-Jan-09 0604,UNIT_LOAD,Load,Transship,CMAU6001511,STS06,Y-PEB-A27454C6,V-CQN180124-843024,CQN180124,MKL,Yes
26-Jan-09 0604,UNIT_DISCHARGE,Discharge,Export,CMAU6002603,STS06,V-CQN180124-930259,Y-PEB-C79454C4,CQN180124,MKL,No
26-Jan-09 0605,UNIT_LOAD,Load,Import,MAEU6002600,STS05,Y-PEB-H54189C6,V-CQN180124-417675,CQN180124,MKL,No
26-Jan-09 0606,UNIT_LOAD,Load,Transship,OOLU6001686,STS02,Y-PEB-F44851C6,V-CQN180124-119167,CQN180124,MKL,No
26-Jan-09 0606,UNIT_RESTOW,Restow,Import,CMAU6001216,STS06,Y-PEB-F91375C1,Y-PEB-G72114C1,CQN180124,MKL,No
26-Jan-09 0607,UNIT_LOAD,Load,Export,GCXU6000664,STS06,Y-PEB-A52665C4,V-CQN180124-305424,CQN180124,MKL,Yes
26-Jan-09 0608,UNIT_LOAD,Load,Import,OOLU6001572,STS05,Y-PEB-D66810C4,V-CQN180124-181402,CQN180124,MKL,Yes
26-Jan-09 0609,UNIT_LOAD,Load,Import,MAEU6002513,STS02,Y-PEB-F66576C3,V-CQN180124-234758,CQN180124,MKL,No
26-Jan-09 0609,UNIT_LOAD,Load,Transship,MAEU6000722,STS05,Y-PEB-D56794C5,V-CQN180124-929256,CQN180124,MKL,Yes
26-Jan-09 0610,UNIT_LOAD,Load,Import,GCXU6002262,STS04,Y-PEB-C35935C4,V-CQN180124-307474,CQN180124,MKL,No
26-Jan-09 0611,UNIT_RESTOW,Restow,Transship,MSCU6002579,STS05,Y-PEB-A90042C1,Y-PEB-G83297C2,CQN180124,MKL,No
26-Jan-09 0611,UNIT_DISCHARGE,Discharge,Transship,HLCU6002604,STS04,V-CQN180124-574880,Y-PEB-C75268C5,CQN180124,MKL,No
26-Jan-09 0612,UNIT_DISCHARGE,Discharge,Import,OOLU6002605,STS02,V-CQN180124-827961,Y-PEB-C71488C5,CQN180124,MKL,No
26-Jan-09 0613,UNIT_RESTOW,Restow,Import,OOLU6000145,STS02,Y-PEB-D49678C3,Y-PEB-G48017C2,CQN180124,MKL,No
26-Jan-09 0613,UNIT_RESTOW,Restow,Transship,MAEU6001522,STS05,Y-PEB-F14459C3,Y-PEB-C32873C2,CQN180124,MKL,Yes
26-Jan-09 0614,UNIT_RESTOW,Restow,Import,CMAU6000889,STS05,Y-PEB-C47837C3,Y-PEB-H97189C3,CQN180124,MKL,No
26-Jan-09 0615,UNIT_DISCHARGE,Discharge,Export,GCXU6002423,STS05,V-CQN180124-563827,Y-PEB-C72263C3,CQN180124,MKL,No
26-Jan-09 0615,UNIT_DISCHARGE,Discharge,Transship,TRLU6000431,STS06,V-CQN180124-882710,Y-PEB-C38615C6,CQN180124,MKL,No
26-Jan-09 0616,UNIT_DISCHARGE,Discharge,Transship,MAEU6000927,STS02,V-CQN180124-339153,Y-PEB-C35133C6,CQN180124,MKL,No
26-Jan-09 0617,UNIT_LOAD,Load,Transship,ONEY6001218,STS06,Y-PEB-G84938C3,V-CQN180124-777779,CQN180124,MKL,No
26-Jan-09 0618,UNIT_DISCHARGE,Discharge,Transship,MSCU6001207,STS06,V-CQN180124-502517,Y-PEB-C16789C1,CQN180124,MKL,No
26-Jan-09 0618,UNIT_DISCHARGE,Discharge,Export,HLCU6000788,STS04,V-CQN180124-435776,Y-PEB-C54742C3,CQN180124,MKL,No
26-Jan-09 0619,UNIT_LOAD,Load,Export,TRLU6002383,STS04,Y-PEB-A81697C5,V-CQN180124-299713,CQN180124,MKL,No
26-Jan-09 0620,UNIT_LOAD,Load,Transship,MAEU6002223,STS05,Y-PEB-C67458C1,V-CQN180124-628607,CQN180124,MKL,Yes
26-Jan-09 0620,UNIT_LOAD,Load,Transship,CMAU6000246,STS05,Y-PEB-C70682C3,V-CQN180124-535840,CQN180124,MKL,No
26-Jan-09 0621,UNIT_LOAD,Load,Transship,ONEY6000781,STS04,Y-PEB-G19764C1,V-CQN180124-273274,CQN180124,MKL,No
26-Jan-09 0622,UNIT_DISCHARGE,Discharge,Export,MAEU6002340,STS06,V-CQN180124-419300,Y-PEB-C35692C6,CQN180124,MKL,Yes
26-Jan-09 0622,UNIT_DISCHARGE,Discharge,Import,ONEY6000640,STS02,V-CQN180124-761939,Y-PEB-C61170C2,CQN180124,MKL,No
26-Jan-09 0623,UNIT_RESTOW,Restow,Export,OOLU6000940,STS02,Y-PEB-G22992C5,Y-PEB-A76515C4,CQN180124,MKL,Yes
26-Jan-09 0624,UNIT_RESTOW,Restow,Transship,OOLU6002066,STS02,Y-PEB-G64096C1,Y-PEB-C46488C1,CQN180124,MKL,No
26-Jan-09 0624,UNIT_LOAD,Load,Export,ONEY6001641,STS02,Y-PEB-A30487C1,V-CQN180124-836329,CQN180124,MKL,No
26-Jan-09 0625,UNIT_DISCHARGE,Discharge,Export,CMAU6002606,STS02,V-CQN180124-630255,Y-PEB-C43353C1,CQN180124,MKL,No
26-Jan-09 0626,UNIT_LOAD,Load,Import,MAEU6001765,STS02,Y-PEB-D83943C5,V-CQN180124-480453,CQN180124,MKL,No
26-Jan-09 0626,UNIT_LOAD,Load,Export,OOLU6000530,STS06,Y-PEB-A45382C3,V-CQN180124-231982,CQN180124,MKL,Yes
26-Jan-09 0627,UNIT_DISCHARGE,Discharge,Transship,MSCU6001076,STS04,V-CQN180124-523793,Y-PEB-C45524C6,CQN180124,MKL,No
26-Jan-09 0628,UNIT_LOAD,Load,Import,MSCU6000068,STS04,Y-PEB-C17155C3,V-CQN180124-823517,CQN180124,MKL,No
26-Jan-09 0629,UNIT_LOAD,Load,Export,CMAU6000276,STS05,Y-PEB-A34796C3,V-CQN180124-949766,CQN180124,MKL,No
26-Jan-09 0629,UNIT_LOAD,Load,Export,GCXU6000559,STS05,Y-PEB-F23439C6,V-CQN180124-683795,CQN180124,MKL,Yes
26-Jan-09 0630,UNIT_RESTOW,Restow,Import,OOLU6000178,STS02,Y-PEB-F36371C1,Y-PEB-D72283C2,CQN180124,MKL,No
26-Jan-09 0631,UNIT_RESTOW,Restow,Import,ONEY6001315,STS06,Y-PEB-G68782C6,Y-PEB-G40521C1,CQN180124,MKL,No
26-Jan-09 0631,UNIT_DISCHARGE,Discharge,Import,TRLU6000322,STS05,V-CQN180124-129283,Y-PEB-C70585C4,CQN180124,MKL,No
26-Jan-09 0632,UNIT_DISCHARGE,Discharge,Transship,TRLU6002607,STS05,V-CQN180124-592203,Y-PEB-C32365C6,CQN180124,MKL,No
26-Jan-09 0633,UNIT_LOAD,Load,Import,ONEY6001200,STS02,Y-PEB-C60259C2,V-CQN180124-477358,CQN180124,MKL,Yes
26-Jan-09 0633,UNIT_LOAD,Load,Transship,GCXU6001885,STS02,Y-PEB-G98472C5,V-CQN180124-178472,CQN180124,MKL,No
26-Jan-09 0634,UNIT_DISCHARGE,Discharge,Transship,GCXU6002608,STS04,V-CQN180124-980171,Y-PEB-C71095C3,CQN180124,MKL,No
26-Jan-09 0635,UNIT_DISCHARGE,Discharge,Export,MAEU6002045,STS06,V-CQN180124-697372,Y-PEB-C53341C1,CQN180124,MKL,No
26-Jan-09 0636,UNIT_DISCHARGE,Discharge,Transship,CMAU6002086,STS04,V-CQN180124-117203,Y-PEB-C14672C3,CQN180124,MKL,No
26-Jan-09 0636,UNIT_DISCHARGE,Discharge,Transship,ONEY6002151,STS02,V-CQN180124-630591,Y-PEB-C19725C6,CQN180124,MKL,No
26-Jan-09 0637,UNIT_DISCHARGE,Discharge,Export,HLCU6001848,STS02,V-CQN180124-441154,Y-PEB-C21734C3,CQN180124,MKL,No
26-Jan-09 0638,UNIT_LOAD,Load,Import,GCXU6002188,STS06,Y-PEB-C10949C6,V-CQN180124-309112,CQN180124,MKL,No
26-Jan-09 0639,UNIT_DISCHARGE,Discharge,Import,OOLU6002301,STS02,V-CQN180124-882076,Y-PEB-C46917C1,CQN180124,MKL,No
26-Jan-09 0639,UNIT_DISCHARGE,Discharge,Export,MAEU6000578,STS04,V-CQN180124-606702,Y-PEB-C73239C3,CQN180124,MKL,No
26-Jan-09 0640,UNIT_LOAD,Load,Export,HLCU6001801,STS06,Y-PEB-D39350C5,V-CQN180124-457926,CQN180124,MKL,No
26-Jan-09 0640,UNIT_RESTOW,Restow,Transship,CMAU6001030,STS02,Y-PEB-H55160C5,Y-PEB-D69689C1,CQN180124,MKL,No
26-Jan-09 0641,UNIT_DISCHARGE,Discharge,Export,MAEU6002609,STS04,V-CQN180124-141950,Y-PEB-C87396C6,CQN180124,MKL,Yes
26-Jan-09 0642,UNIT_DISCHARGE,Discharge,Export,MAEU6000483,STS04,V-CQN180124-477700,Y-PEB-C14621C6,CQN180124,MKL,Yes
26-Jan-09 0643,UNIT_DISCHARGE,Discharge,Transship,CMAU6001669,STS05,V-CQN180124-349532,Y-PEB-C32076C4,CQN180124,MKL,No
26-Jan-09 0643,UNIT_LOAD,Load,Import,ONEY6001762,STS05,Y-PEB-C20230C2,V-CQN180124-429780,CQN180124,MKL,Yes
26-Jan-09 0644,UNIT_DISCHARGE,Discharge,Import,MAEU6002326,STS06,V-CQN180124-414355,Y-PEB-C81542C4,CQN180124,MKL,No
26-Jan-09 0645,UNIT_DISCHARGE,Discharge,Import,OOLU6001818,STS04,V-CQN180124-610177,Y-PEB-C79958C4,CQN180124,MKL,No
26-Jan-09 0645,UNIT_DISCHARGE,Discharge,Transship,MAEU6000879,STS06,V-CQN180124-517484,Y-PEB-C89180C3,CQN180124,MKL,No
26-Jan-09 0646,UNIT_DISCHARGE,Discharge,Export,OOLU6002014,STS04,V-CQN180124-921124,Y-PEB-C34114C5,CQN180124,MKL,Yes
26-Jan-09 0647,UNIT_DISCHARGE,Discharge,Transship,MSCU6001625,STS06,V-CQN180124-674809,Y-PEB-C51618C2,CQN180124,MKL,Yes
26-Jan-09 0647,UNIT_LOAD,Load,Import,MSCU6001199,STS02,Y-PEB-H17227C2,V-CQN180124-216194,CQN180124,MKL,No
26-Jan-09 0648,UNIT_DISCHARGE,Discharge,Import,MAEU6002532,STS05,V-CQN180124-686727,Y-PEB-C32538C4,CQN180124,MKL,Yes
26-Jan-09 0649,UNIT_LOAD,Load,Import,HLCU6001848,STS06,Y-PEB-A66557C1,V-CQN180124-118884,CQN180124,MKL,Yes
26-Jan-09 0649,UNIT_DISCHARGE,Discharge,Export,MSCU6002610,STS06,V-CQN180124-404923,Y-PEB-C43558C5,CQN180124,MKL,No
26-Jan-09 0650,UNIT_RESTOW,Restow,Export,ONEY6001953,STS04,Y-PEB-G89099C3,Y-PEB-C96962C4,CQN180124,MKL,Yes
26-Jan-09 0745,UNIT_DISCHARGE,Discharge,Export,ONEY6000541,STS01,V-8YF180015-829311,Y-PEB-G58713C2,8YF180015,MKL,No
26-Jan-09 0746,UNIT_LOAD,Load,Export,MAEU6002110,STS01,Y-PEB-F12681C2,V-8YF180015-552663,8YF180015,MKL,No
26-Jan-09 0747,UNIT_DISCHARGE,Discharge,Import,MAEU6001927,STS03,V-8YF180015-776432,Y-PEB-G29420C3,8YF180015,MKL,No
26-Jan-09 0747,UNIT_LOAD,Load,Export,CMAU6002063,STS06,Y-PEB-D19832C5,V-8YF180015-641764,8YF180015,MKL,Yes
26-Jan-09 0748,UNIT_DISCHARGE,Discharge,Transship,CMAU6002503,STS01,V-8YF180015-657726,Y-PEB-G92966C1,8YF180015,MKL,Yes
26-Jan-09 0749,UNIT_DISCHARGE,Discharge,Export,CMAU6001019,STS02,V-8YF180015-543290,Y-PEB-G79498C2,8YF180015,MKL,No
26-Jan-09 0750,UNIT_LOAD,Load,Import,TRLU6001058,STS06,Y-PEB-G44397C5,V-8YF180015-873576,8YF180015,MKL,No
26-Jan-09 0751,UNIT_DISCHARGE,Discharge,Transship,HLCU6001474,STS06,V-8YF180015-788434,Y-PEB-G38496C3,8YF180015,MKL,No
26-Jan-09 0752,UNIT_LOAD,Load,Export,HLCU6001072,STS01,Y-PEB-A14818C5,V-8YF180015-164878,8YF180015,MKL,No
26-Jan-09 0753,UNIT_LOAD,Load,Import,OOLU6001157,STS01,Y-PEB-A29075C6,V-8YF180015-531125,8YF180015,MKL,Yes
26-Jan-09 0754,UNIT_DISCHARGE,Discharge,Import,GCXU6002028,STS06,V-8YF180015-722457,Y-PEB-G28574C2,8YF180015,MKL,No
26-Jan-09 0755,UNIT_LOAD,Load,Import,MAEU6001495,STS01,Y-PEB-G53793C3,V-8YF180015-964669,8YF180015,MKL,No
26-Jan-09 0755,UNIT_DISCHARGE,Discharge,Transship,ONEY6001219,STS01,V-8YF180015-818518,Y-PEB-G24251C1,8YF180015,MKL,Yes
26-Jan-09 0756,UNIT_DISCHARGE,Discharge,Transship,OOLU6002504,STS06,V-8YF180015-558028,Y-PEB-G37866C1,8YF180015,MKL,No
26-Jan-09 0757,UNIT_LOAD,Load,Transship,CMAU6000949,STS06,Y-PEB-C45479C1,V-8YF180015-620600,8YF180015,MKL,No
26-Jan-09 0758,UNIT_DISCHARGE,Discharge,Export,MAEU6000763,STS06,V-8YF180015-385538,Y-PEB-G97983C6,8YF180015,MKL,No
26-Jan-09 0759,UNIT_LOAD,Load,Import,ONEY6000364,STS06,Y-PEB-D13168C1,V-8YF180015-808494,8YF180015,MKL,No
26-Jan-09 0800,UNIT_DISCHARGE,Discharge,Transship,HLCU6001745,STS03,V-8YF180015-603906,Y-PEB-G83253C4,8YF180015,MKL,No
26-Jan-09 0801,UNIT_LOAD,Load,Import,TRLU6000766,STS03,Y-PEB-C80074C1,V-8YF180015-962257,8YF180015,MKL,No
26-Jan-09 0802,UNIT_DISCHARGE,Discharge,Import,MSCU6000440,STS06,V-8YF180015-700804,Y-PEB-G22146C1,8YF180015,MKL,No
26-Jan-09 0803,UNIT_DISCHARGE,Discharge,Import,MSCU6002505,STS06,V-8YF180015-265374,Y-PEB-G73688C3,8YF180015,MKL,Yes
26-Jan-09 0803,UNIT_DISCHARGE,Discharge,Export,CMAU6002506,STS06,V-8YF180015-395923,Y-PEB-G60189C4,8YF180015,MKL,Yes
26-Jan-09 0804,UNIT_LOAD,Load,Import,GCXU6001520,STS01,Y-PEB-G20652C3,V-8YF180015-428043,8YF180015,MKL,No
26-Jan-09 0805,UNIT_LOAD,Load,Export,OOLU6001719,STS01,Y-PEB-A14470C4,V-8YF180015-262334,8YF180015,MKL,No
26-Jan-09 0806,UNIT_RESTOW,Restow,Export,CMAU6000601,STS02,Y-PEB-F95098C4,Y-PEB-F69078C6,8YF180015,MKL,Yes
26-Jan-09 0807,UNIT_LOAD,Load,Transship,MSCU6000863,STS06,Y-PEB-F51590C4,V-8YF180015-432542,8YF180015,MKL,No
26-Jan-09 0808,UNIT_LOAD,Load,Import,GCXU6002490,STS06,Y-PEB-A84371C6,V-8YF180015-450715,8YF180015,MKL,Yes
26-Jan-09 0809,UNIT_LOAD,Load,Export,MSCU6000440,STS02,Y-PEB-F55713C3,V-8YF180015-244585,8YF180015,MKL,Yes
26-Jan-09 0809,UNIT_LOAD,Load,Transship,CMAU6001528,STS03,Y-PEB-D58552C5,V-8YF180015-811953,8YF180015,MKL,No
26-Jan-09 0811,UNIT_DISCHARGE,Discharge,Export,MSCU6001744,STS01,V-8YF180015-927077,Y-PEB-G68324C1,8YF180015,MKL,No
26-Jan-09 0811,UNIT_DISCHARGE,Discharge,Export,MSCU6000201,STS02,V-8YF180015-246565,Y-PEB-G90476C1,8YF180015,MKL,No
26-Jan-09 0812,UNIT_DISCHARGE,Discharge,Transship,ONEY6001127,STS06,V-8YF180015-765435,Y-PEB-G34013C4,8YF180015,MKL,No
26-Jan-09 0813,UNIT_RESTOW,Restow,Transship,TRLU6001265,STS02,Y-PEB-F82476C3,Y-PEB-D37433C4,8YF180015,MKL,Yes
26-Jan-09 0814,UNIT_DISCHARGE,Discharge,Import,CMAU6002507,STS03,V-8YF180015-500291,Y-PEB-G10725C5,8YF180015,MKL,No
26-Jan-09 0815,UNIT_DISCHARGE,Discharge,Import,HLCU6002508,STS06,V-8YF180015-346231,Y-PEB-G46862C4,8YF180015,MKL,Yes
26-Jan-09 0816,UNIT_DISCHARGE,Discharge,Transship,CMAU6001731,STS06,V-8YF180015-496185,Y-PEB-G95646C1,8YF180015,MKL,No
26-Jan-09 0817,UNIT_DISCHARGE,Discharge,Import,HLCU6002509,STS02,V-8YF180015-930128,Y-PEB-G78651C5,8YF180015,MKL,No
26-Jan-09 0818,UNIT_DISCHARGE,Discharge,Export,GCXU6001531,STS03,V-8YF180015-198739,Y-PEB-G77561C3,8YF180015,MKL,No
26-Jan-09 0818,UNIT_LOAD,Load,Export,OOLU6001229,STS02,Y-PEB-A30237C2,V-8YF180015-158004,8YF180015,MKL,Yes
26-Jan-09 0819,UNIT_DISCHARGE,Discharge,Import,GCXU6000676,STS02,V-8YF180015-957018,Y-PEB-G57824C3,8YF180015,MKL,No
26-Jan-09 0820,UNIT_RESTOW,Restow,Export,ONEY6002139,STS01,Y-PEB-C75788C2,Y-PEB-C85762C2,8YF180015,MKL,No
26-Jan-09 0821,UNIT_RESTOW,Restow,Import,TRLU6002155,STS06,Y-PEB-F65177C3,Y-PEB-G87471C6,8YF180015,MKL,No
26-Jan-09 0822,UNIT_DISCHARGE,Discharge,Export,GCXU6002510,STS01,V-8YF180015-525661,Y-PEB-G62436C6,8YF180015,MKL,No
26-Jan-09 0823,UNIT_DISCHARGE,Discharge,Export,MSCU6002511,STS06,V-8YF180015-444787,Y-PEB-G48259C6,8YF180015,MKL,Yes
26-Jan-09 0824,UNIT_LOAD,Load,Import,HLCU6000079,STS02,Y-PEB-F97469C3,V-8YF180015-685680,8YF180015,MKL,No
26-Jan-09 0825,UNIT_LOAD,Load,Export,ONEY6000361,STS02,Y-PEB-C33647C1,V-8YF180015-129095,8YF180015,MKL,No
26-Jan-09 0825,UNIT_LOAD,Load,Import,MSCU6001744,STS06,Y-PEB-C58071C2,V-8YF180015-670275,8YF180015,MKL,No
26-Jan-09 0826,UNIT_LOAD,Load,Import,TRLU6001643,STS06,Y-PEB-F91660C4,V-8YF180015-907197,8YF180015,MKL,No
26-Jan-09 0827,UNIT_DISCHARGE,Discharge,Transship,ONEY6002029,STS06,V-8YF180015-619748,Y-PEB-G43743C1,8YF180015,MKL,Yes
26-Jan-09 0828,UNIT_LOAD,Load,Export,OOLU6000406,STS06,Y-PEB-G79475C4,V-8YF180015-996627,8YF180015,MKL,No
26-Jan-09 0829,UNIT_DISCHARGE,Discharge,Transship,CMAU6002512,STS02,V-8YF180015-529802,Y-PEB-G92251C1,8YF180015,MKL,No
26-Jan-09 0830,UNIT_LOAD,Load,Export,MAEU6000348,STS01,Y-PEB-D26926C3,V-8YF180015-134875,8YF180015,MKL,No
26-Jan-09 0831,UNIT_LOAD,Load,Import,TRLU6000730,STS01,Y-PEB-G51615C2,V-8YF180015-251718,8YF180015,MKL,Yes
26-Jan-09 0832,UNIT_DISCHARGE,Discharge,Export,GCXU6000282,STS01,V-8YF180015-478038,Y-PEB-G90690C1,8YF180015,MKL,No
26-Jan-09 0833,UNIT_DISCHARGE,Discharge,Import,MAEU6002513,STS06,V-8YF180015-430351,Y-PEB-G99932C6,8YF180015,MKL,Yes
26-Jan-09 0833,UNIT_RESTOW,Restow,Import,OOLU6000934,STS01,Y-PEB-F47573C1,Y-PEB-D97925C6,8YF180015,MKL,No
26-Jan-09 0834,UNIT_LOAD,Load,Import,HLCU6002393,STS02,Y-PEB-G15092C6,V-8YF180015-969516,8YF180015,MKL,No
26-Jan-09 0835,UNIT_DISCHARGE,Discharge,Transship,TRLU6002514,STS02,V-8YF180015-111558,Y-PEB-G76952C5,8YF180015,MKL,No
26-Jan-09 0836,UNIT_LOAD,Load,Import,MSCU6002007,STS02,Y-PEB-G47855C4,V-8YF180015-362629,8YF180015,MKL,No
26-Jan-09 0837,UNIT_DISCHARGE,Discharge,Import,ONEY6002515,STS03,V-8YF180015-785659,Y-PEB-G35398C3,8YF180015,MKL,No
