Unit ID,Unit Visit Gkey,Outbound Service,Current Yard Block,Current Slot Position,Move Complete Time
GCXU6006982,3006982,,1J,Y-AECY-1J02607C2,06/08/2026 04:48
HLCU6005158,3005158,,1J,Y-AECY-1J02706C1,06/08/2026 04:47
GCXU6004780,3004780,,1J,Y-AECY-1J03105C1,06/08/2026 04:46
ONEY6003493,3003493,,1J,Y-AECY-1J01702C2,06/08/2026 04:45
GCXU6007153,3007153,,1J,Y-AECY-1J01807C2,06/08/2026 04:45
TRLU6000045,3000045,,1J,Y-AECY-1J01102C1,06/08/2026 04:43
MSCU6000449,3000449,,1J,Y-AECY-1J00209C2,06/08/2026 04:41
MSCU6003997,3003997,,1J,Y-AECY-1J01304C1,06/08/2026 04:40
TRLU6000543,3000543,,1J,Y-AECY-1J00601C1,06/08/2026 04:38
MAEU6004975,3004975,,1J,Y-AECY-1J01902C1,06/08/2026 04:38
MAEU6007830,3007830,,1J,Y-AECY-1J02201C3,06/08/2026 04:38
MAEU6003498,3003498,,1J,Y-AECY-1J00403C1,06/08/2026 04:37
HLCU6007469,3007469,,1J,Y-AECY-1J03501C1,06/08/2026 04:37
MAEU6005656,3005656,,1J,Y-AECY-1J00905C1,06/08/2026 04:36
OOLU6006193,3006193,,1J,Y-AECY-1J00501C3,06/08/2026 04:35
HLCU6007748,3007748,,1J,Y-AECY-1J01402C1,06/08/2026 04:35
MSCU6001749,3001749,,1J,Y-AECY-1J01505C1,06/08/2026 04:34
MAEU6007829,3007829,,1J,Y-AECY-1J03109C3,06/08/2026 04:34
TRLU6005528,3005528,,1J,Y-AECY-1J01307C1,06/08/2026 04:33
MSCU6007828,3007828,,1J,Y-AECY-1J01909C1,06/08/2026 04:33
MSCU6005890,3005890,,1J,Y-AECY-1J01506C1,06/08/2026 04:31
HLCU6006973,3006973,,1J,Y-AECY-1J02803C1,06/07/2026 21:34
HLCU6001118,3001118,,1J,Y-AECY-1J03102C2,06/07/2026 21:33
GCXU6000542,3000542,,1J,Y-AECY-1J02809C1,06/07/2026 21:32
TRLU6007618,3007618,,1J,Y-AECY-1J01207C2,06/07/2026 21:31
OOLU6007797,3007797,,1J,Y-AECY-1J03502C1,06/07/2026 21:30
ONEY6005121,3005121,,1J,Y-AECY-1J03603C2,06/07/2026 21:29
OOLU6004671,3004671,,1J,Y-AECY-1J01907C1,06/07/2026 21:25
MAEU6002129,3002129,,1J,Y-AECY-1J01807C3,06/07/2026 21:22
OOLU6007575,3007575,,1J,Y-AECY-1J01303C1,06/07/2026 21:20
CMAU6007607,3007607,,1J,Y-AECY-1J01110C1,06/07/2026 21:19
ONEY6007109,3007109,,1J,Y-AECY-1J01504C1,06/07/2026 21:13
CMAU6004233,3004233,,1J,Y-AECY-1J03508C1,06/07/2026 21:11
CMAU6002296,3002296,,1J,Y-AECY-1J03507C2,06/07/2026 21:08
GCXU6005916,3005916,,1J,Y-AECY-1J01306C2,06/07/2026 21:06
OOLU6000815,3000815,,1J,Y-AECY-1J02310C2,06/07/2026 21:04
HLCU6000867,3000867,,1J,Y-AECY-1J03802C2,06/07/2026 21:02
TRLU6004643,3004643,,1J,Y-AECY-1J02010C1,06/07/2026 21:01
GCXU6007290,3007290,,1J,Y-AECY-1J02609C3,06/07/2026 21:00
GCXU6005673,3005673,,1J,Y-AECY-1J00105C2,06/07/2026 20:59
HLCU6005719,3005719,,1J,Y-AECY-1J01406C1,06/07/2026 20:57
GCXU6003828,3003828,,1J,Y-AECY-1J00804C2,06/07/2026 20:56
ONEY6001705,3001705,,1J,Y-AECY-1J01608C3,06/07/2026 20:52
ONEY6000823,3000823,,1J,Y-AECY-1J03804C2,06/07/2026 20:45
ONEY6007671,3007671,,1J,Y-AECY-1J02510C1,06/07/2026 20:43
MSCU6007226,3007226,,1J,Y-AECY-1J02905C1,06/07/2026 20:42
MSCU6007195,3007195,,1J,Y-AECY-1J02810C1,06/07/2026 20:39
MAEU6000762,3000762,,1J,Y-AECY-1J03902C2,06/07/2026 20:38
GCXU6005692,3005692,,1J,Y-AECY-1J01105C1,06/07/2026 20:37
MAEU6007211,3007211,,1J,Y-AECY-1J04003C1,06/07/2026 20:35
HLCU6004104,3004104,,1J,Y-AECY-1J02101C1,06/07/2026 20:34
TRLU6000966,3000966,,1J,Y-AECY-1J01501C3,06/07/2026 20:33
HLCU6001088,3001088,,1J,Y-AECY-1J02502C2,06/07/2026 20:32
TRLU6002446,3002446,,1J,Y-AECY-1J03704C1,06/07/2026 20:31
ONEY6007794,3007794,,1J,Y-AECY-1J03406C2,06/07/2026 20:31
MAEU6004502,3004502,,1J,Y-AECY-1J03406C3,06/07/2026 20:25
ONEY6000993,3000993,,1J,Y-AECY-1J02702C1,06/07/2026 18:59
HLCU6004935,3004935,,1J,Y-AECY-1J00905C2,06/07/2026 18:58
GCXU6006935,3006935,,1J,Y-AECY-1J02604C1,06/07/2026 18:58
CMAU6000798,3000798,,1J,Y-AECY-1J00610C2,06/07/2026 18:57
MAEU6002804,3002804,,1J,Y-AECY-1J02106C1,06/07/2026 18:57
GCXU6002147,3002147,,1H,Y-AECY-1H02001C1,06/07/2026 18:56
MSCU6003555,3003555,,1H,Y-AECY-1H03907C1,06/07/2026 18:56
MAEU6004720,3004720,,1H,Y-AECY-1H00202C1,06/07/2026 18:56
MSCU6004679,3004679,,1H,Y-AECY-1H01507C1,06/07/2026 18:54
TRLU6007848,3007848,,1H,Y-AECY-1H00407C1,06/07/2026 18:53
MSCU6004614,3004614,,1H,Y-AECY-1H00504C1,06/07/2026 18:51
CMAU6004842,3004842,,1H,Y-AECY-1H02403C1,06/07/2026 18:51
OOLU6000577,3000577,,1H,Y-AECY-1H00307C1,06/07/2026 18:50
HLCU6005834,3005834,,1H,Y-AECY-1H01110C1,06/07/2026 18:49
OOLU6006280,3006280,,1H,Y-AECY-1H00701C1,06/07/2026 18:47
MSCU6001156,3001156,,1H,Y-AECY-1H03301C1,06/07/2026 18:46
TRLU6005932,3005932,,1H,Y-AECY-1H00107C1,06/07/2026 18:45
GCXU6006511,3006511,,1H,Y-AECY-1H03105C1,06/07/2026 18:44
TRLU6007161,3007161,,1H,Y-AECY-1H02803C1,06/07/2026 18:44
GCXU6007079,3007079,,1H,Y-AECY-1H02904C1,06/07/2026 18:43
TRLU6002141,3002141,,1H,Y-AECY-1H02509C1,06/07/2026 18:42
MAEU6007847,3007847,,1H,Y-AECY-1H03904C1,06/07/2026 18:42
ONEY6000177,3000177,,1H,Y-AECY-1H01606C1,06/07/2026 18:41
TRLU6006370,3006370,,1H,Y-AECY-1H01603C1,06/07/2026 18:38
OOLU6007702,3007702,,1H,Y-AECY-1H00304C1,06/07/2026 18:38
OOLU6002362,3002362,,1H,Y-AECY-1H03206C1,06/07/2026 18:36
TRLU6007846,3007846,,1H,Y-AECY-1H02001C2,06/07/2026 18:36
MAEU6007845,3007845,,1H,Y-AECY-1H03705C1,06/07/2026 18:34
GCXU6000219,3000219,,1H,Y-AECY-1H01001C1,06/07/2026 18:33
MSCU6002308,3002308,,1H,Y-AECY-1H01901C1,06/07/2026 18:33
MSCU6004853,3004853,,1H,Y-AECY-1H03208C1,06/07/2026 18:32
ONEY6007534,3007534,,1H,Y-AECY-1H03705C2,06/07/2026 18:32
MSCU6004960,3004960,,1H,Y-AECY-1H01308C1,06/07/2026 18:31
TRLU6005368,3005368,,1H,Y-AECY-1H00709C1,06/07/2026 18:31
CMAU6002960,3002960,,1H,Y-AECY-1H02605C1,06/07/2026 18:30
GCXU6007844,3007844,,1H,Y-AECY-1H03901C1,06/07/2026 18:30
HLCU6001392,3001392,,1H,Y-AECY-1H00407C2,06/07/2026 18:29
OOLU6003562,3003562,,1H,Y-AECY-1H02303C1,06/07/2026 18:28
HLCU6007843,3007843,,1H,Y-AECY-1H03203C1,06/07/2026 18:28
HLCU6004833,3004833,,1H,Y-AECY-1H00501C1,06/07/2026 18:10
ONEY6002265,3002265,,1H,Y-AECY-1H02407C1,06/07/2026 18:08
MSCU6000209,3000209,,1H,Y-AECY-1H01407C1,06/07/2026 18:07
MAEU6003520,3003520,,1H,Y-AECY-1H01002C1,06/07/2026 18:07
MSCU6002363,3002363,,1H,Y-AECY-1H01006C1,06/07/2026 18:06
CMAU6002441,3002441,,1H,Y-AECY-1H02505C1,06/07/2026 18:04
CMAU6006086,3006086,,1H,Y-AECY-1H03702C1,06/07/2026 18:02
TRLU6000163,3000163,,1H,Y-AECY-1H01501C1,06/07/2026 18:01
MAEU6000255,3000255,,1H,Y-AECY-1H03709C1,06/07/2026 17:58
TRLU6000778,3000778,,1H,Y-AECY-1H01106C1,06/07/2026 17:52
GCXU6002368,3002368,,1H,Y-AECY-1H03110C1,06/07/2026 17:52
OOLU6003919,3003919,,1H,Y-AECY-1H01404C1,06/07/2026 17:51
MSCU6006087,3006087,,1H,Y-AECY-1H02707C1,06/07/2026 17:51
OOLU6007725,3007725,,1H,Y-AECY-1H03607C1,06/07/2026 17:49
OOLU6007723,3007723,,1H,Y-AECY-1H01405C1,06/07/2026 17:46
GCXU6007724,3007724,,1H,Y-AECY-1H03401C1,06/07/2026 17:46
ONEY6006793,3006793,,1H,Y-AECY-1H02006C1,06/07/2026 17:45
MAEU6004007,3004007,,1H,Y-AECY-1H02306C1,06/07/2026 17:44
HLCU6005254,3005254,,1H,Y-AECY-1H00409C1,06/07/2026 17:42
CMAU6007759,3007759,,1H,Y-AECY-1H03501C1,06/07/2026 17:41
MSCU6006183,3006183,,1H,Y-AECY-1H01109C1,06/07/2026 17:40
MSCU6007758,3007758,,1H,Y-AECY-1H01910C1,06/07/2026 17:40
TRLU6006331,3006331,,1H,Y-AECY-1H03707C1,06/07/2026 17:39
ONEY6000878,3000878,,1H,Y-AECY-1H00906C1,06/07/2026 17:37
TRLU6003768,3003768,,1H,Y-AECY-1H02909C1,06/07/2026 17:37
CMAU6004626,3004626,,1H,Y-AECY-1H00710C1,06/07/2026 17:37
MSCU6003057,3003057,,1H,Y-AECY-1H01408C1,06/07/2026 17:36
CMAU6007721,3007721,,1H,Y-AECY-1H02309C1,06/07/2026 17:36
MAEU6002311,3002311,,1H,Y-AECY-1H03805C1,06/07/2026 17:35
CMAU6006720,3006720,,1H,Y-AECY-1H01006C2,06/07/2026 17:33
ONEY6007040,3007040,,1H,Y-AECY-1H01208C1,06/07/2026 17:33
ONEY6007503,3007503,,1H,Y-AECY-1H03810C1,06/07/2026 17:32
MSCU6003015,3003015,,1H,Y-AECY-1H01108C1,06/07/2026 17:31
GCXU6001099,3001099,,1H,Y-AECY-1H02601C1,06/07/2026 17:30
CMAU6001937,3001937,,1H,Y-AECY-1H02907C1,06/07/2026 17:30
CMAU6007720,3007720,,1H,Y-AECY-1H02704C1,06/07/2026 17:29
TRLU6007756,3007756,,1H,Y-AECY-1H03702C2,06/07/2026 17:28
OOLU6007510,3007510,,1H,Y-AECY-1H03305C1,06/07/2026 17:27
TRLU6007719,3007719,,1H,Y-AECY-1H01708C1,06/07/2026 17:26
ONEY6003467,3003467,,1H,Y-AECY-1H00505C1,06/07/2026 17:24
ONEY6004385,3004385,,1H,Y-AECY-1H01101C1,06/07/2026 17:24
OOLU6007754,3007754,,1H,Y-AECY-1H01203C1,06/07/2026 17:18
MAEU6001227,3001227,,1H,Y-AECY-1H02601C2,06/07/2026 17:16
TRLU6007753,3007753,,1H,Y-AECY-1H02605C2,06/07/2026 17:13
CMAU6007752,3007752,,1H,Y-AECY-1H03701C1,06/07/2026 17:10
MAEU6000099,3000099,,1H,Y-AECY-1H03102C1,06/07/2026 17:07
MAEU6003180,3003180,,1H,Y-AECY-1H03709C2,06/07/2026 17:06
MAEU6006537,3006537,,1H,Y-AECY-1H01903C1,06/07/2026 17:05
CMAU6000090,3000090,,1H,Y-AECY-1H01308C2,06/07/2026 17:04
OOLU6000598,3000598,,1H,Y-AECY-1H01808C1,06/07/2026 17:03
HLCU6007634,3007634,,1H,Y-AECY-1H03802C1,06/07/2026 17:01
GCXU6005220,3005220,,1H,Y-AECY-1H00903C1,06/07/2026 17:00
MSCU6000914,3000914,,1H,Y-AECY-1H01506C1,06/07/2026 16:58
MAEU6006170,3006170,,1H,Y-AECY-1H00106C1,06/07/2026 16:57
CMAU6004938,3004938,,1H,Y-AECY-1H01309C1,06/07/2026 16:56
GCXU6001310,3001310,,1H,Y-AECY-1H04002C1,06/07/2026 16:55
ONEY6002137,3002137,,1H,Y-AECY-1H00407C3,06/07/2026 16:51
HLCU6003265,3003265,,1H,Y-AECY-1H00206C1,06/07/2026 16:50
GCXU6006205,3006205,,1H,Y-AECY-1H03206C2,06/07/2026 16:49
ONEY6000077,3000077,,1H,Y-AECY-1H01202C1,06/07/2026 16:47
ONEY6006069,3006069,,1H,Y-AECY-1H02401C1,06/07/2026 16:46
HLCU6000184,3000184,,1H,Y-AECY-1H01406C1,06/07/2026 16:45
OOLU6003944,3003944,,1H,Y-AECY-1H00906C2,06/07/2026 16:44
GCXU6007751,3007751,,1H,Y-AECY-1H00802C1,06/07/2026 16:43
TRLU6002709,3002709,,1H,Y-AECY-1H02807C1,06/07/2026 16:41
HLCU6007750,3007750,,1H,Y-AECY-1H01906C1,06/07/2026 16:40
MSCU6007203,3007203,,1H,Y-AECY-1H03001C1,06/07/2026 16:38
CMAU6004620,3004620,,1H,Y-AECY-1H00201C1,06/07/2026 16:37
MAEU6006864,3006864,,1H,Y-AECY-1H04007C1,06/07/2026 16:35
CMAU6001400,3001400,,1H,Y-AECY-1H03906C1,06/07/2026 16:07
TRLU6005766,3005766,,1H,Y-AECY-1H02108C1,06/07/2026 16:06
CMAU6007827,3007827,,1H,Y-AECY-1H01303C1,06/07/2026 16:06
CMAU6005760,3005760,,1H,Y-AECY-1H00605C1,06/07/2026 16:05
MAEU6006283,3006283,,1H,Y-AECY-1H00204C1,06/07/2026 16:04
OOLU6005095,3005095,,1H,Y-AECY-1H03510C1,06/07/2026 16:01
ONEY6007826,3007826,,1H,Y-AECY-1H01903C2,06/07/2026 16:01
OOLU6000600,3000600,,1H,Y-AECY-1H00108C1,06/07/2026 15:59
CMAU6004619,3004619,,1H,Y-AECY-1H01303C2,06/07/2026 15:59
ONEY6006401,3006401,,1H,Y-AECY-1H01908C1,06/07/2026 15:58
MAEU6005468,3005468,,1H,Y-AECY-1H01905C1,06/07/2026 15:56
CMAU6000442,3000442,,1H,Y-AECY-1H02606C1,06/07/2026 15:55
MSCU6003313,3003313,,1H,Y-AECY-1H00210C1,06/07/2026 15:54
HLCU6007825,3007825,,1H,Y-AECY-1H03007C1,06/07/2026 15:53
HLCU6005984,3005984,,1H,Y-AECY-1H02306C2,06/07/2026 15:52
OOLU6004098,3004098,,1H,Y-AECY-1H03703C1,06/07/2026 15:51
MSCU6007824,3007824,,1H,Y-AECY-1H04009C1,06/07/2026 15:48
CMAU6000739,3000739,,1H,Y-AECY-1H00603C1,06/07/2026 15:47
ONEY6001609,3001609,,1H,Y-AECY-1H02209C1,06/07/2026 15:45
GCXU6007690,3007690,,1H,Y-AECY-1H02105C1,06/07/2026 15:44
OOLU6002790,3002790,,1H,Y-AECY-1H02610C1,06/07/2026 15:42
CMAU6004497,3004497,,1H,Y-AECY-1H02403C2,06/07/2026 15:39
CMAU6007822,3007822,,1H,Y-AECY-1H01406C2,06/07/2026 15:39
HLCU6000696,3000696,,1H,Y-AECY-1H00709C2,06/07/2026 15:37
ONEY6002712,3002712,,1H,Y-AECY-1H00810C1,06/07/2026 15:36
MAEU6005336,3005336,,1H,Y-AECY-1H03610C1,06/07/2026 15:35
MSCU6007298,3007298,,1H,Y-AECY-1H00601C1,06/07/2026 15:35
TRLU6007821,3007821,,1H,Y-AECY-1H00904C1,06/07/2026 15:35
OOLU6000183,3000183,,1H,Y-AECY-1H01710C1,06/07/2026 15:33
GCXU6006369,3006369,,1H,Y-AECY-1H00507C1,06/07/2026 06:47
HLCU6004426,3004426,,1H,Y-AECY-1H01204C1,06/07/2026 06:46
MAEU6007793,3007793,,1H,Y-AECY-1H02501C1,06/07/2026 06:46
HLCU6006457,3006457,,1H,Y-AECY-1H00508C1,06/07/2026 06:43
OOLU6007791,3007791,,1H,Y-AECY-1H00301C1,06/07/2026 06:43
CMAU6006125,3006125,,1H,Y-AECY-1H03203C2,06/07/2026 06:42
HLCU6005941,3005941,,1H,Y-AECY-1H00503C1,06/07/2026 06:41
GCXU6001044,3001044,,1H,Y-AECY-1H01709C1,06/07/2026 06:40
ONEY6004451,3004451,,1H,Y-AECY-1H00209C1,06/07/2026 06:39
TRLU6006056,3006056,,1H,Y-AECY-1H00309C1,06/07/2026 06:38
HLCU6001706,3001706,,1H,Y-AECY-1H03110C2,06/07/2026 06:36
TRLU6007428,3007428,,1H,Y-AECY-1H02605C3,06/07/2026 06:35
OOLU6007788,3007788,,1H,Y-AECY-1H03002C1,06/07/2026 06:34
ONEY6000570,3000570,,1H,Y-AECY-1H01703C1,06/07/2026 06:33
MAEU6004031,3004031,,1H,Y-AECY-1H02101C1,06/07/2026 06:32
CMAU6005748,3005748,,1H,Y-AECY-1H00701C2,06/07/2026 06:32
HLCU6004429,3004429,,1H,Y-AECY-1H03507C1,06/07/2026 06:31
MSCU6006700,3006700,,1H,Y-AECY-1H01507C2,06/07/2026 06:31
CMAU6004164,3004164,,1H,Y-AECY-1H03204C1,06/07/2026 06:30
HLCU6007326,3007326,,1H,Y-AECY-1H01009C1,06/07/2026 06:30
HLCU6004239,3004239,,1H,Y-AECY-1H00604C1,06/07/2026 06:29
CMAU6007375,3007375,,1H,Y-AECY-1H01206C1,06/07/2026 06:29
ONEY6004298,3004298,,1H,Y-AECY-1H03002C2,06/07/2026 06:28
OOLU6004425,3004425,,1H,Y-AECY-1H00104C1,06/07/2026 06:28
CMAU6005459,3005459,,1H,Y-AECY-1H01501C2,06/07/2026 06:27
MAEU6007414,3007414,,1H,Y-AECY-1H01507C3,06/07/2026 06:27
MAEU6003735,3003735,,1H,Y-AECY-1H03707C2,06/07/2026 06:25
OOLU6000642,3000642,,1H,Y-AECY-1H02002C1,06/07/2026 06:24
CMAU6006848,3006848,,1H,Y-AECY-1H01505C1,06/07/2026 06:24
TRLU6002056,3002056,,1H,Y-AECY-1H03701C2,06/07/2026 06:23
GCXU6007718,3007718,,1H,Y-AECY-1H02902C1,06/07/2026 06:23
OOLU6001463,3001463,,1H,Y-AECY-1H01705C1,06/07/2026 06:20
TRLU6001368,3001368,,1H,Y-AECY-1H03306C1,06/07/2026 06:19
MAEU6006713,3006713,,1H,Y-AECY-1H00807C1,06/07/2026 06:19
MSCU6007432,3007432,,1H,Y-AECY-1H00504C2,06/07/2026 06:18
HLCU6000068,3000068,,1H,Y-AECY-1H02405C1,06/07/2026 06:17
MSCU6007785,3007785,,1H,Y-AECY-1H01908C2,06/07/2026 06:16
GCXU6007784,3007784,,1H,Y-AECY-1H00803C1,06/07/2026 06:15
GCXU6006364,3006364,,1H,Y-AECY-1H01106C2,06/07/2026 06:14
TRLU6007783,3007783,,1H,Y-AECY-1H02803C2,06/07/2026 06:14
TRLU6002037,3002037,,1H,Y-AECY-1H02410C1,06/07/2026 06:13
CMAU6006053,3006053,,1H,Y-AECY-1H02205C1,06/07/2026 06:12
MSCU6005814,3005814,,1H,Y-AECY-1H01309C2,06/07/2026 06:11
OOLU6007717,3007717,,1H,Y-AECY-1H01903C3,06/07/2026 06:10
CMAU6002992,3002992,,1H,Y-AECY-1H03910C1,06/07/2026 06:08
TRLU6005628,3005628,,1H,Y-AECY-1H01809C1,06/07/2026 06:06
MAEU6000330,3000330,,1H,Y-AECY-1H03708C1,06/07/2026 06:05
OOLU6006090,3006090,,1H,Y-AECY-1H02008C1,06/07/2026 06:05
CMAU6003251,3003251,,1H,Y-AECY-1H00705C1,06/07/2026 06:03
HLCU6005960,3005960,,1H,Y-AECY-1H01609C1,06/07/2026 06:02
TRLU6003905,3003905,,1H,Y-AECY-1H00209C2,06/07/2026 06:01
HLCU6005954,3005954,,1H,Y-AECY-1H00608C1,06/07/2026 06:00
HLCU6001403,3001403,,1H,Y-AECY-1H03104C1,06/07/2026 05:58
GCXU6004182,3004182,,1H,Y-AECY-1H01608C1,06/07/2026 05:57
MSCU6000812,3000812,,1H,Y-AECY-1H03506C1,06/07/2026 05:56
ONEY6007715,3007715,,1H,Y-AECY-1H02703C1,06/07/2026 05:55
TRLU6005259,3005259,,1H,Y-AECY-1H02506C1,06/07/2026 05:54
MSCU6001249,3001249,,1H,Y-AECY-1H02610C2,06/07/2026 05:52
HLCU6007714,3007714,,1H,Y-AECY-1H01905C2,06/07/2026 05:51
TRLU6001296,3001296,,1H,Y-AECY-1H00509C1,06/07/2026 05:50
ONEY6003284,3003284,,1H,Y-AECY-1H01408C2,06/07/2026 05:50
HLCU6006284,3006284,,1H,Y-AECY-1H01010C1,06/07/2026 05:46
GCXU6005728,3005728,,1H,Y-AECY-1H03307C1,06/07/2026 05:45
OOLU6005663,3005663,,1H,Y-AECY-1H00503C2,06/07/2026 04:13
TRLU6005661,3005661,,1H,Y-AECY-1H03905C1,06/07/2026 04:12
OOLU6001753,3001753,,1H,Y-AECY-1H03004C1,06/07/2026 04:11
MSCU6002677,3002677,,1H,Y-AECY-1H00806C1,06/07/2026 04:09
HLCU6004364,3004364,,1H,Y-AECY-1H00102C1,06/07/2026 04:07
GCXU6005383,3005383,,1G,Y-AECY-1G02506C1,06/07/2026 04:06
OOLU6007749,3007749,,1G,Y-AECY-1G03607C1,06/07/2026 04:04
HLCU6001282,3001282,,1G,Y-AECY-1G01608C1,06/07/2026 04:03
OOLU6002118,3002118,,1G,Y-AECY-1G03709C1,06/07/2026 04:00
MSCU6005494,3005494,,1G,Y-AECY-1G00407C1,06/07/2026 04:00
HLCU6006468,3006468,,1G,Y-AECY-1G01801C1,06/07/2026 03:59
ONEY6007747,3007747,,1G,Y-AECY-1G02204C1,06/07/2026 03:57
GCXU6000218,3000218,,1G,Y-AECY-1G02206C1,06/07/2026 03:54
MAEU6005856,3005856,,1G,Y-AECY-1G02309C1,06/07/2026 03:54
HLCU6007745,3007745,,1G,Y-AECY-1G03308C1,06/07/2026 03:53
HLCU6004304,3004304,,1G,Y-AECY-1G02902C1,06/07/2026 03:51
TRLU6003375,3003375,,1G,Y-AECY-1G00906C1,06/07/2026 03:47
ONEY6007301,3007301,,1G,Y-AECY-1G03102C1,06/07/2026 03:46
HLCU6007743,3007743,,1G,Y-AECY-1G00709C1,06/07/2026 03:45
ONEY6003667,3003667,,1G,Y-AECY-1G02006C1,06/07/2026 03:44
OOLU6005417,3005417,,1G,Y-AECY-1G02401C1,06/07/2026 03:43
MAEU6003139,3003139,,1G,Y-AECY-1G00608C1,06/07/2026 03:41
TRLU6007610,3007610,,1G,Y-AECY-1G00705C1,06/07/2026 03:41
MSCU6000288,3000288,,1G,Y-AECY-1G02004C1,06/07/2026 03:40
HLCU6001361,3001361,,1G,Y-AECY-1G03507C1,06/07/2026 03:39
TRLU6001164,3001164,,1G,Y-AECY-1G03602C1,06/07/2026 03:36
OOLU6007180,3007180,,1G,Y-AECY-1G00707C1,06/06/2026 22:21
TRLU6004384,3004384,,1G,Y-AECY-1G03601C1,06/06/2026 22:20
GCXU6003337,3003337,,1G,Y-AECY-1G02804C1,06/06/2026 22:18
GCXU6006952,3006952,,1G,Y-AECY-1G00608C2,06/06/2026 22:18
HLCU6003797,3003797,,1G,Y-AECY-1G03604C1,06/06/2026 22:15
HLCU6005194,3005194,,1G,Y-AECY-1G03606C1,06/06/2026 22:15
CMAU6007550,3007550,,1G,Y-AECY-1G02901C1,06/06/2026 22:15
MAEU6002345,3002345,,1G,Y-AECY-1G01409C1,06/06/2026 22:14
MAEU6006225,3006225,,1G,Y-AECY-1G02008C1,06/06/2026 22:14
HLCU6006766,3006766,,1G,Y-AECY-1G03509C1,06/06/2026 22:13
HLCU6007621,3007621,,1G,Y-AECY-1G02205C1,06/06/2026 22:13
MAEU6004948,3004948,,1G,Y-AECY-1G00910C1,06/06/2026 22:12
CMAU6002664,3002664,,1G,Y-AECY-1G02204C2,06/06/2026 22:11
GCXU6007819,3007819,,1G,Y-AECY-1G03701C1,06/06/2026 22:11
MSCU6007557,3007557,,1G,Y-AECY-1G01002C1,06/06/2026 22:10
ONEY6007818,3007818,,1G,Y-AECY-1G02105C1,06/06/2026 22:10
GCXU6007699,3007699,,1G,Y-AECY-1G02707C1,06/06/2026 22:08
TRLU6006113,3006113,,1G,Y-AECY-1G04007C1,06/06/2026 22:07
MAEU6007817,3007817,,1G,Y-AECY-1G03505C1,06/06/2026 22:06
HLCU6004075,3004075,,1G,Y-AECY-1G04010C1,06/06/2026 22:05
MSCU6004782,3004782,,1G,Y-AECY-1G01702C1,06/06/2026 22:05
MSCU6003796,3003796,,1G,Y-AECY-1G03705C1,06/06/2026 22:04
MSCU6003507,3003507,,1G,Y-AECY-1G01504C1,06/06/2026 22:03
MAEU6006969,3006969,,1G,Y-AECY-1G01009C1,06/06/2026 22:01
GCXU6007816,3007816,,1G,Y-AECY-1G02008C2,06/06/2026 22:00
HLCU6004000,3004000,,1G,Y-AECY-1G00506C1,06/06/2026 21:58
TRLU6005070,3005070,,1G,Y-AECY-1G02708C1,06/06/2026 21:58
CMAU6000989,3000989,,1G,Y-AECY-1G02409C1,06/06/2026 21:57
GCXU6002110,3002110,,1G,Y-AECY-1G00710C1,06/06/2026 21:56
HLCU6000938,3000938,,1G,Y-AECY-1G00707C2,06/06/2026 21:55
ONEY6006233,3006233,,1G,Y-AECY-1G03403C1,06/06/2026 19:59
MAEU6007781,3007781,,1G,Y-AECY-1G02104C1,06/06/2026 19:58
HLCU6007782,3007782,,1G,Y-AECY-1G02604C1,06/06/2026 19:58
MAEU6000616,3000616,,1G,Y-AECY-1G03404C1,06/06/2026 19:56
CMAU6004713,3004713,,1G,Y-AECY-1G01408C1,06/06/2026 19:56
MAEU6002115,3002115,,1G,Y-AECY-1G00509C1,06/06/2026 19:54
MSCU6005501,3005501,,1G,Y-AECY-1G02001C1,06/06/2026 19:53
OOLU6006786,3006786,,1G,Y-AECY-1G03601C2,06/06/2026 19:52
OOLU6005924,3005924,,1G,Y-AECY-1G01609C1,06/06/2026 19:51
TRLU6005635,3005635,,1G,Y-AECY-1G01803C1,06/06/2026 19:50
GCXU6005551,3005551,,1G,Y-AECY-1G01702C2,06/06/2026 19:47
MAEU6007780,3007780,,1G,Y-AECY-1G02505C1,06/06/2026 19:44
ONEY6001083,3001083,,1G,Y-AECY-1G03701C2,06/06/2026 19:43
GCXU6007779,3007779,,1G,Y-AECY-1G01806C1,06/06/2026 19:43
ONEY6006456,3006456,,1G,Y-AECY-1G03205C1,06/06/2026 19:38
TRLU6007778,3007778,,1G,Y-AECY-1G02207C1,06/06/2026 19:37
MAEU6004574,3004574,,1G,Y-AECY-1G02709C1,06/06/2026 19:36
GCXU6000626,3000626,,1G,Y-AECY-1G02210C1,06/06/2026 19:34
GCXU6004681,3004681,,1G,Y-AECY-1G04006C1,06/06/2026 19:34
HLCU6005003,3005003,,1G,Y-AECY-1G03001C1,06/06/2026 19:33
MAEU6006945,3006945,,1G,Y-AECY-1G02001C2,06/06/2026 19:31
HLCU6007776,3007776,,1G,Y-AECY-1G01006C1,06/06/2026 19:31
CMAU6007508,3007508,,1G,Y-AECY-1G03902C1,06/06/2026 19:30
OOLU6000746,3000746,,1G,Y-AECY-1G02109C1,06/06/2026 19:28
HLCU6002164,3002164,,1G,Y-AECY-1G03703C1,06/06/2026 19:28
MAEU6001693,3001693,,1G,Y-AECY-1G03605C1,06/06/2026 19:27
CMAU6007775,3007775,,1G,Y-AECY-1G03610C1,06/06/2026 19:27
GCXU6003419,3003419,,1G,Y-AECY-1G02503C1,06/06/2026 19:24
