Time Completed,Event Type,Move Kind,Unit Category,Unit Nbr,Crane CHE,From Position,To Position,Carrier Visit,Line Op,Exclude
26-Feb-07 0419,UNIT_LOAD,Load,Import,MSCU6008528,STS01,Y-AECY-3R01808C1,V-CQN180004-577244,CQN180004,ONE,No
26-Feb-07 0443,UNIT_LOAD,Load,Export,GCXU6009416,STS02,Y-AECY-1F01507C1,V-CQN180004-818963,CQN180004,ONE,No
26-Feb-07 0539,UNIT_LOAD,Load,Import,OOLU6009070,STS05,Y-AECY-2R02605C1,V-MAE180040-640319,MAE180040,ONE,No
26-Feb-07 0622,UNIT_LOAD,Load,Export,OOLU6008663,STS03,Y-AECY-1F01502C1,V-CQN180112-961252,CQN180112,ONE,No
26-Feb-07 0632,UNIT_DISCHARGE,Discharge,Transship,MAEU6000085,STS05,V-CQN180112-366280,Y-AECY-1F01707C2,CQN180112,ONE,No
26-Feb-07 0632,UNIT_RESTOW,Restow,Export,ONEY6001771,STS06,Y-AECY-1G04006C1,Y-AECY-DMY03505C1,CQN180112,ONE,No
26-Feb-07 0633,UNIT_LOAD,Load,Export,ONEY6000273,STS02,Y-AECY-1G03305C1,V-CQN180112-180551,CQN180112,ONE,No
26-Feb-07 0634,UNIT_LOAD,Load,Import,CMAU6000648,STS02,Y-AECY-1G01608C1,V-CQN180112-642815,CQN180112,ONE,No
26-Feb-07 0635,UNIT_DISCHARGE,Discharge,Export,OOLU6003028,STS05,V-CQN180112-983239,Y-AECY-1F03304C1,CQN180112,ONE,Yes
26-Feb-07 0636,UNIT_LOAD,Load,Import,TRLU6002500,STS06,Y-AECY-DMY03108C1,V-CQN180112-424695,CQN180112,ONE,Yes
26-Feb-07 0637,UNIT_DISCHARGE,Discharge,Import,OOLU6001911,STS05,V-CQN180112-286153,Y-AECY-1F03605C1,CQN180112,ONE,No
26-Feb-07 0638,UNIT_LOAD,Load,Export,HLCU6002337,STS02,Y-AECY-1K02410C1,V-CQN180112-390529,CQN180112,ONE,No
26-Feb-07 0638,UNIT_DISCHARGE,Discharge,Export,MAEU6000349,STS06,V-CQN180112-116147,Y-AECY-1F03501C1,CQN180112,ONE,No
26-Feb-07 0639,UNIT_LOAD,Load,Export,CMAU6000496,STS02,Y-AECY-DMY00405C1,V-CQN180112-427519,CQN180112,ONE,No
26-Feb-07 0640,UNIT_LOAD,Load,Transship,TRLU6002886,STS01,Y-AECY-1K03403C1,V-CQN180112-392984,CQN180112,ONE,Yes
26-Feb-07 0641,UNIT_LOAD,Load,Transship,GCXU6000013,STS06,Y-AECY-1K02507C1,V-CQN180112-717001,CQN180112,ONE,No
26-Feb-07 0642,UNIT_LOAD,Load,Export,TRLU6002841,STS02,Y-AECY-1K03501C1,V-CQN180112-456222,CQN180112,ONE,No
26-Feb-07 0643,UNIT_LOAD,Load,Export,CMAU6002396,STS06,Y-AECY-1F03009C1,V-CQN180112-529130,CQN180112,ONE,No
26-Feb-07 0644,UNIT_RESTOW,Restow,Export,HLCU6000335,STS02,Y-AECY-DMY01707C1,Y-AECY-1L00802C1,CQN180112,ONE,No
26-Feb-07 0645,UNIT_DISCHARGE,Discharge,Export,CMAU6001748,STS02,V-CQN180112-636865,Y-AECY-1F00101C1,CQN180112,ONE,No
26-Feb-07 0646,UNIT_LOAD,Load,Transship,HLCU6002140,STS06,Y-AECY-1K00802C1,V-CQN180112-154882,CQN180112,ONE,No
26-Feb-07 0646,UNIT_DISCHARGE,Discharge,Export,TRLU6001655,STS01,V-CQN180112-972747,Y-AECY-1F02009C1,CQN180112,ONE,No
26-Feb-07 0647,UNIT_DISCHARGE,Discharge,Import,MSCU6002115,STS02,V-CQN180112-893142,Y-AECY-1F01301C1,CQN180112,ONE,No
26-Feb-07 0648,UNIT_DISCHARGE,Discharge,Transship,HLCU6000377,STS01,V-CQN180112-864089,Y-AECY-1F02810C1,CQN180112,ONE,No
26-Feb-07 0649,UNIT_DISCHARGE,Discharge,Import,CMAU6001096,STS06,V-CQN180112-127015,Y-AECY-1F01801C2,CQN180112,ONE,Yes
26-Feb-07 0650,UNIT_DISCHARGE,Discharge,Export,TRLU6002195,STS02,V-CQN180112-492944,Y-AECY-1F04002C1,CQN180112,ONE,No
26-Feb-07 0651,UNIT_DISCHARGE,Discharge,Export,HLCU6000186,STS01,V-CQN180112-306165,Y-AECY-1F00210C1,CQN180112,ONE,No
26-Feb-07 0652,UNIT_LOAD,Load,Import,MSCU6002062,STS02,Y-AECY-1F02403C1,V-CQN180112-793005,CQN180112,ONE,No
26-Feb-07 0653,UNIT_LOAD,Load,Export,MSCU6000623,STS06,Y-AECY-DMY02503C1,V-CQN180112-626196,CQN180112,ONE,No
26-Feb-07 0653,UNIT_LOAD,Load,Export,CMAU6001418,STS02,Y-AECY-1K02510C1,V-CQN180112-426677,CQN180112,ONE,No
26-Feb-07 0654,UNIT_DISCHARGE,Discharge,Export,TRLU6000528,STS05,V-CQN180112-148088,Y-AECY-1F00407C1,CQN180112,ONE,No
26-Feb-07 0655,UNIT_RESTOW,Restow,Import,HLCU6001933,STS05,Y-AECY-DMY03602C1,Y-AECY-1K02801C1,CQN180112,ONE,No
26-Feb-07 0656,UNIT_LOAD,Load,Export,CMAU6000438,STS01,Y-AECY-1G03403C1,V-CQN180112-592118,CQN180112,ONE,No
26-Feb-07 0657,UNIT_LOAD,Load,Import,TRLU6002558,STS06,Y-AECY-1F03504C1,V-CQN180112-853370,CQN180112,ONE,No
26-Feb-07 0658,UNIT_DISCHARGE,Discharge,Export,ONEY6000574,STS02,V-CQN180112-573806,Y-AECY-1F03407C3,CQN180112,ONE,No
26-Feb-07 0659,UNIT_DISCHARGE,Discharge,Export,ONEY6000393,STS06,V-CQN180112-910090,Y-AECY-1F03405C2,CQN180112,ONE,No
26-Feb-07 0659,UNIT_LOAD,Load,Export,OOLU6002979,STS01,Y-AECY-1F01908C1,V-CQN180112-780761,CQN180112,ONE,Yes
26-Feb-07 0701,UNIT_DISCHARGE,Discharge,Import,ONEY6000690,STS06,V-CQN180112-278252,Y-AECY-1F01410C1,CQN180112,ONE,No
26-Feb-07 0701,UNIT_DISCHARGE,Discharge,Export,HLCU6003029,STS02,V-CQN180112-435085,Y-AECY-1F02006C2,CQN180112,ONE,Yes
26-Feb-07 0702,UNIT_LOAD,Load,Import,ONEY6000780,STS01,Y-AECY-1F02309C1,V-CQN180112-504051,CQN180112,ONE,Yes
26-Feb-07 0703,UNIT_LOAD,Load,Transship,CMAU6002640,STS05,Y-AECY-DMY01608C1,V-CQN180112-225893,CQN180112,ONE,No
26-Feb-07 0704,UNIT_DISCHARGE,Discharge,Transship,ONEY6000540,STS01,V-CQN180112-246428,Y-AECY-1F02108C1,CQN180112,ONE,No
26-Feb-07 0705,UNIT_LOAD,Load,Export,OOLU6000949,STS01,Y-AECY-1G01908C1,V-CQN180112-102546,CQN180112,ONE,No
26-Feb-07 0706,UNIT_DISCHARGE,Discharge,Import,CMAU6000334,STS01,V-CQN180112-462859,Y-AECY-1F04007C1,CQN180112,ONE,Yes
26-Feb-07 0706,UNIT_LOAD,Load,Export,MAEU6001967,STS05,Y-AECY-1L03403C1,V-CQN180112-448904,CQN180112,ONE,Yes
26-Feb-07 0707,UNIT_DISCHARGE,Discharge,Import,OOLU6000005,STS01,V-CQN180112-383593,Y-AECY-1F00910C1,CQN180112,ONE,No
26-Feb-07 0708,UNIT_DISCHARGE,Discharge,Export,CMAU6002427,STS02,V-CQN180112-221549,Y-AECY-1F02307C1,CQN180112,ONE,No
26-Feb-07 0708,UNIT_LOAD,Load,Export,OOLU6009151,STS03,Y-AECY-WB02508C1,V-CQN180004-613228,CQN180004,ONE,No
26-Feb-07 0709,UNIT_DISCHARGE,Discharge,Transship,CMAU6002890,STS02,V-CQN180112-257887,Y-AECY-1F00210C2,CQN180112,ONE,No
26-Feb-07 0709,UNIT_LOAD,Load,Import,ONEY6003015,STS01,Y-AECY-1L01508C1,V-MSC180184-165126,MSC180184,ONE,No
26-Feb-07 0710,UNIT_DISCHARGE,Discharge,Export,MSCU6000768,STS05,V-CQN180112-664736,Y-AECY-1F01707C3,CQN180112,ONE,No
26-Feb-07 0710,UNIT_LOAD,Load,Transship,HLCU6000307,STS06,Y-AECY-1L00804C2,V-MSC180184-670391,MSC180184,ONE,No
26-Feb-07 0711,UNIT_LOAD,Load,Transship,GCXU6002157,STS06,Y-AECY-1L02110C1,V-CQN180112-750743,CQN180112,ONE,No
26-Feb-07 0711,UNIT_RESTOW,Restow,Import,OOLU6000036,STS06,Y-AECY-1F02208C1,Y-AECY-DMY00302C1,MSC180184,ONE,No
26-Feb-07 0711,UNIT_DISCHARGE,Discharge,Import,ONEY6000066,STS03,V-MSC180184-796819,Y-AECY-1G03708C1,MSC180184,ONE,No
26-Feb-07 0712,UNIT_LOAD,Load,Import,MSCU6002684,STS02,Y-AECY-1F02301C1,V-CQN180112-640021,CQN180112,ONE,Yes
26-Feb-07 0712,UNIT_DISCHARGE,Discharge,Export,OOLU6002632,STS01,V-MSC180184-214361,Y-AECY-1G01602C2,MSC180184,ONE,Yes
26-Feb-07 0713,UNIT_DISCHARGE,Discharge,Import,ONEY6001385,STS01,V-CQN180112-145222,Y-AECY-1F02702C2,CQN180112,ONE,Yes
26-Feb-07 0713,UNIT_DISCHARGE,Discharge,Import,HLCU6003065,STS05,V-MSC180184-656917,Y-AECY-1G02003C1,MSC180184,ONE,No
26-Feb-07 0714,UNIT_DISCHARGE,Discharge,Transship,OOLU6000794,STS01,V-CQN180112-125799,Y-AECY-1F01709C1,CQN180112,ONE,No
26-Feb-07 0714,UNIT_LOAD,Load,Export,HLCU6002495,STS05,Y-AECY-1F03006C1,V-CQN180112-929210,CQN180112,ONE,No
26-Feb-07 0714,UNIT_DISCHARGE,Discharge,Transship,MAEU6000945,STS01,V-MSC180184-605871,Y-AECY-1G02610C2,MSC180184,ONE,Yes
26-Feb-07 0714,UNIT_DISCHARGE,Discharge,Import,GCXU6001410,STS05,V-MSC180184-966803,Y-AECY-1G00403C2,MSC180184,ONE,No
26-Feb-07 0715,UNIT_DISCHARGE,Discharge,Transship,CMAU6001784,STS05,V-CQN180112-253887,Y-AECY-1F03108C2,CQN180112,ONE,No
26-Feb-07 0715,UNIT_LOAD,Load,Import,ONEY6000311,STS06,Y-AECY-1G03306C1,V-MSC180184-249129,MSC180184,ONE,Yes
26-Feb-07 0715,UNIT_LOAD,Load,Import,MAEU6001706,STS03,Y-AECY-1L01802C1,V-MSC180184-266680,MSC180184,ONE,No
26-Feb-07 0716,UNIT_DISCHARGE,Discharge,Transship,OOLU6000449,STS05,V-CQN180112-584617,Y-AECY-1F02202C1,CQN180112,ONE,No
26-Feb-07 0716,UNIT_RESTOW,Restow,Import,HLCU6002244,STS06,Y-AECY-1L02710C1,Y-AECY-DMY03906C1,MSC180184,ONE,No
26-Feb-07 0717,UNIT_DISCHARGE,Discharge,Transship,TRLU6000590,STS06,V-CQN180112-986036,Y-AECY-1F03010C1,CQN180112,ONE,Yes
26-Feb-07 0717,UNIT_DISCHARGE,Discharge,Import,OOLU6003066,STS03,V-MSC180184-947799,Y-AECY-DMY03306C1,MSC180184,ONE,No
26-Feb-07 0718,UNIT_RESTOW,Restow,Import,MSCU6002462,STS06,Y-AECY-1G02102C2,Y-AECY-1G02210C2,CQN180112,ONE,No
26-Feb-07 0718,UNIT_DISCHARGE,Discharge,Import,GCXU6002034,STS06,V-MSC180184-784987,Y-AECY-DMY02409C1,MSC180184,ONE,No
26-Feb-07 0718,UNIT_LOAD,Load,Export,ONEY6001845,STS06,Y-AECY-1F03805C1,V-MSC180184-745091,MSC180184,ONE,Yes
26-Feb-07 0719,UNIT_RESTOW,Restow,Import,TRLU6001544,STS05,Y-AECY-1F02604C1,Y-AECY-1F00804C1,CQN180112,ONE,No
26-Feb-07 0719,UNIT_DISCHARGE,Discharge,Import,OOLU6002043,STS06,V-MSC180184-780222,Y-AECY-DMY03703C1,MSC180184,ONE,No
26-Feb-07 0720,UNIT_LOAD,Load,Transship,GCXU6003010,STS06,Y-AECY-1K01009C1,V-CQN180112-686937,CQN180112,ONE,No
26-Feb-07 0720,UNIT_DISCHARGE,Discharge,Transship,GCXU6000605,STS06,V-MSC180184-466687,Y-AECY-DMY03502C1,MSC180184,ONE,No
26-Feb-07 0720,UNIT_LOAD,Load,Import,HLCU6001203,STS06,Y-AECY-1L03707C1,V-MSC180184-569967,MSC180184,ONE,No
26-Feb-07 0721,UNIT_LOAD,Load,Import,TRLU6002937,STS06,Y-AECY-1K02509C1,V-CQN180112-774749,CQN180112,ONE,No
26-Feb-07 0721,UNIT_DISCHARGE,Discharge,Transship,HLCU6002867,STS02,V-CQN180112-143685,Y-AECY-DMY02404C2,CQN180112,ONE,Yes
26-Feb-07 0721,UNIT_RESTOW,Restow,Transship,TRLU6002977,STS01,Y-AECY-1K02407C1,Y-AECY-DMY00205C1,MSC180184,ONE,Yes
26-Feb-07 0722,UNIT_RESTOW,Restow,Import,OOLU6000508,STS06,Y-AECY-1F01009C1,Y-AECY-1L02010C1,CQN180112,ONE,No
26-Feb-07 0722,UNIT_DISCHARGE,Discharge,Export,MSCU6003067,STS01,V-MSC180184-551829,Y-AECY-DMY01204C1,MSC180184,ONE,No
26-Feb-07 0722,UNIT_DISCHARGE,Discharge,Import,MAEU6000817,STS05,V-MSC180184-449753,Y-AECY-DMY03206C1,MSC180184,ONE,No
26-Feb-07 0723,UNIT_DISCHARGE,Discharge,Export,OOLU6002858,STS05,V-CQN180112-373295,Y-AECY-DMY03909C1,CQN180112,ONE,Yes
26-Feb-07 0723,UNIT_DISCHARGE,Discharge,Import,HLCU6002571,STS03,V-MSC180184-509512,Y-AECY-DMY00604C1,MSC180184,ONE,No
26-Feb-07 0724,UNIT_DISCHARGE,Discharge,Transship,GCXU6000078,STS01,V-CQN180112-835694,Y-AECY-DMY03602C2,CQN180112,ONE,No
26-Feb-07 0724,UNIT_LOAD,Load,Import,GCXU6002073,STS01,Y-AECY-1G01406C1,V-MSC180184-242073,MSC180184,ONE,No
26-Feb-07 0725,UNIT_DISCHARGE,Discharge,Export,GCXU6003030,STS01,V-CQN180112-272347,Y-AECY-DMY01410C1,CQN180112,ONE,No
26-Feb-07 0725,UNIT_DISCHARGE,Discharge,Export,HLCU6000541,STS01,V-MSC180184-905077,Y-AECY-DMY02601C1,MSC180184,ONE,No
26-Feb-07 0725,UNIT_LOAD,Load,Transship,TRLU6002924,STS05,Y-AECY-DMY00209C2,V-MSC180184-504007,MSC180184,ONE,No
26-Feb-07 0726,UNIT_LOAD,Load,Transship,MAEU6002240,STS05,Y-AECY-1F03508C1,V-CQN180112-482936,CQN180112,ONE,Yes
26-Feb-07 0726,UNIT_RESTOW,Restow,Export,MSCU6001457,STS03,Y-AECY-DMY00407C1,Y-AECY-DMY01201C1,MSC180184,ONE,No
26-Feb-07 0726,UNIT_DISCHARGE,Discharge,Export,MAEU6003068,STS06,V-MSC180184-711227,Y-AECY-DMY01805C1,MSC180184,ONE,No
26-Feb-07 0727,UNIT_DISCHARGE,Discharge,Transship,ONEY6003031,STS05,V-CQN180112-883868,Y-AECY-DMY02608C1,CQN180112,ONE,No
26-Feb-07 0727,UNIT_LOAD,Load,Transship,ONEY6000380,STS03,Y-AECY-1K01807C1,V-MSC180184-330807,MSC180184,ONE,No
26-Feb-07 0728,UNIT_LOAD,Load,Export,OOLU6001969,STS02,Y-AECY-DMY03104C1,V-CQN180112-388307,CQN180112,ONE,No
26-Feb-07 0728,UNIT_LOAD,Load,Import,OOLU6001054,STS05,Y-AECY-1F00309C1,V-MSC180184-434399,MSC180184,ONE,No
26-Feb-07 0729,UNIT_DISCHARGE,Discharge,Import,HLCU6002226,STS02,V-CQN180112-272440,Y-AECY-DMY02003C1,CQN180112,ONE,No
26-Feb-07 0729,UNIT_LOAD,Load,Import,GCXU6002034,STS01,Y-AECY-1K04009C1,V-CQN180112-503582,CQN180112,ONE,No
26-Feb-07 0729,UNIT_DISCHARGE,Discharge,Export,HLCU6000984,STS05,V-MSC180184-207182,Y-AECY-DMY02209C1,MSC180184,ONE,Yes
26-Feb-07 0729,UNIT_DISCHARGE,Discharge,Transship,TRLU6003069,STS06,V-MSC180184-585880,Y-AECY-DMY04007C1,MSC180184,ONE,No
26-Feb-07 0730,UNIT_DISCHARGE,Discharge,Import,GCXU6001109,STS05,V-CQN180112-379156,Y-AECY-DMY00910C2,CQN180112,ONE,No
26-Feb-07 0730,UNIT_DISCHARGE,Discharge,Import,MAEU6001794,STS01,V-MSC180184-967707,Y-AECY-DMY03706C1,MSC180184,ONE,No
26-Feb-07 0731,UNIT_LOAD,Load,Import,GCXU6000824,STS05,Y-AECY-1K01003C1,V-CQN180112-431047,CQN180112,ONE,No
26-Feb-07 0731,UNIT_DISCHARGE,Discharge,Export,MSCU6000533,STS01,V-MSC180184-507621,Y-AECY-DMY00309C1,MSC180184,ONE,No
26-Feb-07 0731,UNIT_RESTOW,Restow,Import,MAEU6000858,STS06,Y-AECY-DMY00905C1,Y-AECY-DMY00401C1,MSC180184,ONE,Yes
26-Feb-07 0732,UNIT_DISCHARGE,Discharge,Export,HLCU6000523,STS02,V-CQN180112-646423,Y-AECY-DMY03309C1,CQN180112,ONE,No
26-Feb-07 0732,UNIT_DISCHARGE,Discharge,Export,TRLU6001215,STS03,V-MSC180184-137310,Y-AECY-DMY00205C2,MSC180184,ONE,Yes
26-Feb-07 0733,UNIT_DISCHARGE,Discharge,Transship,HLCU6000561,STS05,V-CQN180112-576017,Y-AECY-DMY02110C1,CQN180112,ONE,Yes
26-Feb-07 0733,UNIT_DISCHARGE,Discharge,Export,ONEY6000874,STS05,V-MSC180184-884987,Y-AECY-DMY00903C1,MSC180184,ONE,Yes
26-Feb-07 0734,UNIT_DISCHARGE,Discharge,Import,GCXU6001092,STS02,V-CQN180112-304029,Y-AECY-DMY03807C1,CQN180112,ONE,No
26-Feb-07 0734,UNIT_LOAD,Load,Export,ONEY6002250,STS01,Y-AECY-1G00202C1,V-MSC180184-580175,MSC180184,ONE,No
26-Feb-07 0734,UNIT_RESTOW,Restow,Transship,HLCU6002304,STS01,Y-AECY-1L02803C1,Y-AECY-1K02808C1,MSC180184,ONE,Yes
26-Feb-07 0735,UNIT_DISCHARGE,Discharge,Export,OOLU6000688,STS01,V-CQN180112-933758,Y-AECY-DMY01204C1,CQN180112,ONE,Yes
26-Feb-07 0735,UNIT_RESTOW,Restow,Transship,HLCU6002414,STS02,Y-AECY-DMY00301C1,Y-AECY-DMY00607C1,CQN180112,ONE,No
26-Feb-07 0735,UNIT_LOAD,Load,Export,GCXU6001902,STS05,Y-AECY-1F02203C3,V-MSC180184-207889,MSC180184,ONE,Yes
26-Feb-07 0736,UNIT_LOAD,Load,Export,CMAU6002739,STS05,Y-AECY-1L03505C1,V-MSC180184-695021,MSC180184,ONE,No
26-Feb-07 0736,UNIT_LOAD,Load,Import,MAEU6000737,STS05,Y-AECY-1G02205C1,V-MSC180184-100902,MSC180184,ONE,Yes
26-Feb-07 0737,UNIT_LOAD,Load,Import,ONEY6001809,STS05,Y-AECY-1K02301C1,V-CQN180112-372016,CQN180112,ONE,No
26-Feb-07 0737,UNIT_LOAD,Load,Import,HLCU6001416,STS05,Y-AECY-1G03010C2,V-CQN180112-337984,CQN180112,ONE,No
26-Feb-07 0737,UNIT_LOAD,Load,Import,CMAU6003001,STS06,Y-AECY-1F03605C1,V-MSC180184-312906,MSC180184,ONE,No
26-Feb-07 0738,UNIT_DISCHARGE,Discharge,Export,TRLU6001320,STS02,V-CQN180112-368370,Y-AECY-DMY01504C1,CQN180112,ONE,No
26-Feb-07 0738,UNIT_DISCHARGE,Discharge,Transship,HLCU6002248,STS01,V-MSC180184-266342,Y-AECY-DMY02608C1,MSC180184,ONE,Yes
26-Feb-07 0738,UNIT_DISCHARGE,Discharge,Transship,HLCU6003070,STS05,V-MSC180184-204616,Y-AECY-DMY03103C1,MSC180184,ONE,Yes
26-Feb-07 0739,UNIT_DISCHARGE,Discharge,Transship,HLCU6003032,STS06,V-CQN180112-666093,Y-AECY-DMY02001C1,CQN180112,ONE,Yes
26-Feb-07 0739,UNIT_DISCHARGE,Discharge,Export,CMAU6002535,STS03,V-MSC180184-927934,Y-AECY-DMY03010C1,MSC180184,ONE,No
26-Feb-07 0740,UNIT_RESTOW,Restow,Export,OOLU6001540,STS03,Y-AECY-1K02310C1,Y-AECY-1F01006C1,MSC180184,ONE,No
26-Feb-07 0741,UNIT_LOAD,Load,Export,TRLU6002527,STS03,Y-AECY-1K02605C1,V-MSC180184-167153,MSC180184,ONE,No
26-Feb-07 0741,UNIT_DISCHARGE,Discharge,Transship,MSCU6000087,STS05,V-MSC180184-202860,Y-AECY-DMY02907C1,MSC180184,ONE,No
26-Feb-07 0742,UNIT_DISCHARGE,Discharge,Export,MSCU6000981,STS05,V-MSC180184-220293,Y-AECY-DMY03801C1,MSC180184,ONE,Yes
26-Feb-07 0743,UNIT_DISCHARGE,Discharge,Export,ONEY6000272,STS01,V-MSC180184-272623,Y-AECY-DMY00309C2,MSC180184,ONE,Yes
26-Feb-07 0743,UNIT_DISCHARGE,Discharge,Transship,ONEY6000551,STS03,V-MSC180184-750876,Y-AECY-DMY01506C1,MSC180184,ONE,No
26-Feb-07 0744,UNIT_DISCHARGE,Discharge,Export,CMAU6001611,STS03,V-MSC180184-882980,Y-AECY-DMY01906C1,MSC180184,ONE,No
26-Feb-07 0744,UNIT_RESTOW,Restow,Import,MAEU6000231,STS01,Y-AECY-DMY03801C2,Y-AECY-1F03602C1,MSC180184,ONE,Yes
26-Feb-07 0745,UNIT_RESTOW,Restow,Import,MSCU6001717,STS06,Y-AECY-1K01009C1,Y-AECY-1F02909C1,MSC180184,ONE,No
26-Feb-07 0746,UNIT_LOAD,Load,Transship,TRLU6001451,STS01,Y-AECY-1K03702C1,V-MSC180184-656725,MSC180184,ONE,No
26-Feb-07 0747,UNIT_LOAD,Load,Export,ONEY6000144,STS06,Y-AECY-1G03407C1,V-MSC180184-601657,MSC180184,ONE,No
26-Feb-07 0747,UNIT_LOAD,Load,Import,MAEU6000314,STS03,Y-AECY-DMY00402C1,V-MSC180184-678249,MSC180184,ONE,Yes
26-Feb-07 0748,UNIT_LOAD,Load,Import,MAEU6001060,STS06,Y-AECY-1L01505C1,V-MSC180184-205219,MSC180184,ONE,No
26-Feb-07 0749,UNIT_LOAD,Load,Export,CMAU6002808,STS03,Y-AECY-1F02110C1,V-MSC180184-509186,MSC180184,ONE,Yes
26-Feb-07 0749,UNIT_RESTOW,Restow,Import,GCXU6000854,STS06,Y-AECY-1K01310C1,Y-AECY-1F03308C1,MSC180184,ONE,No
26-Feb-07 0750,UNIT_LOAD,Load,Import,GCXU6001102,STS01,Y-AECY-1G02008C1,V-MSC180184-932103,MSC180184,ONE,Yes
26-Feb-07 0751,UNIT_DISCHARGE,Discharge,Import,MAEU6003071,STS03,V-MSC180184-658557,Y-AECY-DMY03505C1,MSC180184,ONE,No
26-Feb-07 0752,UNIT_DISCHARGE,Discharge,Transship,MSCU6003072,STS03,V-MSC180184-990546,Y-AECY-DMY04003C1,MSC180184,ONE,No
26-Feb-07 0752,UNIT_DISCHARGE,Discharge,Transship,TRLU6003073,STS05,V-MSC180184-481312,Y-AECY-DMY02709C1,MSC180184,ONE,No
26-Feb-07 0753,UNIT_DISCHARGE,Discharge,Export,HLCU6001219,STS06,V-MSC180184-153544,Y-AECY-DMY03209C1,MSC180184,ONE,No
26-Feb-07 0754,UNIT_DISCHARGE,Discharge,Transship,CMAU6003074,STS06,V-MSC180184-271633,Y-AECY-DMY01407C1,MSC180184,ONE,No
26-Feb-07 0754,UNIT_DISCHARGE,Discharge,Import,MAEU6000859,STS06,V-MSC180184-846246,Y-AECY-DMY03002C1,MSC180184,ONE,No
26-Feb-07 0755,UNIT_LOAD,Load,Transship,HLCU6003004,STS05,Y-AECY-1K01609C1,V-MSC180184-580345,MSC180184,ONE,No
26-Feb-07 0756,UNIT_DISCHARGE,Discharge,Transship,TRLU6001155,STS03,V-MSC180184-740588,Y-AECY-DMY02410C1,MSC180184,ONE,No
26-Feb-07 0756,UNIT_LOAD,Load,Export,ONEY6002943,STS06,Y-AECY-1K01610C1,V-MSC180184-162757,MSC180184,ONE,No
26-Feb-07 0757,UNIT_LOAD,Load,Transship,GCXU6002510,STS06,Y-AECY-1F02704C1,V-MSC180184-426469,MSC180184,ONE,No
26-Feb-07 0758,UNIT_DISCHARGE,Discharge,Export,MSCU6002520,STS01,V-MSC180184-567441,Y-AECY-DMY02102C1,MSC180184,ONE,Yes
26-Feb-07 0758,UNIT_LOAD,Load,Transship,OOLU6003058,STS01,Y-AECY-1F01310C1,V-MSC180184-397016,MSC180184,ONE,No
26-Feb-07 0759,UNIT_DISCHARGE,Discharge,Import,MSCU6000832,STS01,V-MSC180184-300373,Y-AECY-DMY02005C1,MSC180184,ONE,Yes
26-Feb-07 0800,UNIT_LOAD,Load,Transship,MSCU6000892,STS05,Y-AECY-DMY04004C1,V-MSC180184-237630,MSC180184,ONE,No
26-Feb-07 0800,UNIT_DISCHARGE,Discharge,Export,MSCU6003075,STS05,V-MSC180184-831961,Y-AECY-DMY00705C1,MSC180184,ONE,No
26-Feb-07 0801,UNIT_DISCHARGE,Discharge,Export,OOLU6000596,STS06,V-MSC180184-508050,Y-AECY-DMY01001C1,MSC180184,ONE,Yes
26-Feb-07 0834,UNIT_LOAD,Load,Export,OOLU6000386,STS05,Y-AECY-1K02207C1,V-MAE180040-506321,MAE180040,ONE,Yes
26-Feb-07 0834,UNIT_RESTOW,Restow,Transship,ONEY6001646,STS02,Y-AECY-1K02708C1,Y-AECY-1F02907C1,MAE180040,ONE,No
26-Feb-07 0834,UNIT_RESTOW,Restow,Transship,MSCU6001521,STS06,Y-AECY-1G00304C1,Y-AECY-DMY01903C1,MAE180040,ONE,No
26-Feb-07 0835,UNIT_LOAD,Load,Export,HLCU6001214,STS06,Y-AECY-DMY00401C1,V-MAE180040-474965,MAE180040,ONE,Yes
26-Feb-07 0835,UNIT_DISCHARGE,Discharge,Export,GCXU6001545,STS01,V-MAE180040-409951,Y-AECY-1K00806C1,MAE180040,ONE,No
26-Feb-07 0835,UNIT_DISCHARGE,Discharge,Export,OOLU6000717,STS05,V-MAE180040-159799,Y-AECY-1K00708C2,MAE180040,ONE,No
26-Feb-07 0836,UNIT_LOAD,Load,Transship,TRLU6001788,STS03,Y-AECY-DMY02104C2,V-MAE180040-138627,MAE180040,ONE,No
26-Feb-07 0836,UNIT_LOAD,Load,Export,MSCU6001112,STS03,Y-AECY-1F03705C1,V-MAE180040-211464,MAE180040,ONE,No
26-Feb-07 0837,UNIT_LOAD,Load,Import,TRLU6002905,STS01,Y-AECY-1F02407C1,V-MAE180040-273400,MAE180040,ONE,No
26-Feb-07 0837,UNIT_DISCHARGE,Discharge,Transship,MSCU6002429,STS06,V-MAE180040-381082,Y-AECY-1K03508C1,MAE180040,ONE,No
26-Feb-07 0837,UNIT_LOAD,Load,Import,CMAU6001525,STS01,Y-AECY-1F02601C1,V-MAE180040-153875,MAE180040,ONE,No
26-Feb-07 0838,UNIT_DISCHARGE,Discharge,Import,ONEY6002989,STS02,V-MAE180040-654359,Y-AECY-1K02603C1,MAE180040,ONE,No
26-Feb-07 0838,UNIT_RESTOW,Restow,Import,ONEY6002892,STS06,Y-AECY-1F00309C1,Y-AECY-1F03408C1,MAE180040,ONE,No
26-Feb-07 0839,UNIT_LOAD,Load,Transship,MSCU6000229,STS05,Y-AECY-1G03501C1,V-MAE180040-766612,MAE180040,ONE,No
